Date,Price,Open,High,Low,Change %
"Jun 10, 1981",465.25,465.25,465.25,465.25,1.03%
"Jun 09, 1981",460.5,460.5,460.5,460.5,-2.75%
"Jun 08, 1981",473.5,473.5,473.5,473.5,2.93%
"Jun 05, 1981",460,460,460,460,-0.54%
"Jun 04, 1981",462.5,462.5,462.5,462.5,-2.73%
"Jun 03, 1981",475.5,475.5,475.5,475.5,0.32%
"Jun 02, 1981",474,474,474,474,-1.91%
"Jun 01, 1981",483.25,483.25,483.25,483.25,0.83%
"May 29, 1981",479.25,479.25,479.25,479.25,0.05%
"May 28, 1981",479,479,479,479,2.62%
"May 27, 1981",466.75,466.75,466.75,466.75,0.05%
"May 26, 1981",466.5,466.5,466.5,466.5,-1.32%
"May 25, 1981",472.75,472.75,472.75,472.75,0.00%
"May 22, 1981",472.75,472.75,472.75,472.75,-0.47%
"May 21, 1981",475,475,475,475,-0.99%
"May 20, 1981",479.75,479.75,479.75,479.75,-0.36%
"May 19, 1981",481.5,481.5,481.5,481.5,-0.05%
"May 18, 1981",481.75,481.75,481.75,481.75,-0.67%
"May 15, 1981",485,485,485,485,1.78%
"May 14, 1981",476.5,476.5,476.5,476.5,-1.60%
"May 13, 1981",484.25,484.25,484.25,484.25,0.05%
"May 12, 1981",484,484,484,484,-1.83%
"May 11, 1981",493,493,493,493,1.49%
"May 08, 1981",485.75,485.75,485.75,485.75,1.67%
"May 07, 1981",477.75,477.75,477.75,477.75,-0.88%
"May 06, 1981",482,482,482,482,1.21%
"May 05, 1981",476.25,476.25,476.25,476.25,-1.09%
"May 04, 1981",481.5,481.5,481.5,481.5,-1.23%
"May 01, 1981",487.5,487.5,487.5,487.5,0.98%
"Apr 30, 1981",482.75,482.75,482.75,482.75,1.15%
"Apr 29, 1981",477.25,477.25,477.25,477.25,-1.14%
"Apr 28, 1981",482.75,482.75,482.75,482.75,-0.05%
"Apr 27, 1981",483,483,483,483,-2.33%
"Apr 24, 1981",494.5,494.5,494.5,494.5,1.23%
"Apr 23, 1981",488.5,488.5,488.5,488.5,-2.50%
"Apr 22, 1981",501,501,501,501,4.16%
"Apr 21, 1981",481,481,481,481,0.84%
"Apr 20, 1981",477,477,477,477,-1.14%
"Apr 17, 1981",482.5,482.5,482.5,482.5,0.00%
"Apr 16, 1981",482.5,482.5,482.5,482.5,1.31%
"Apr 15, 1981",476.25,476.25,476.25,476.25,-1.40%
"Apr 14, 1981",483,483,483,483,1.95%
"Apr 13, 1981",473.75,473.75,473.75,473.75,-4.00%
"Apr 10, 1981",493.5,493.5,493.5,493.5,-1.89%
"Apr 09, 1981",503,503,503,503,-1.08%
"Apr 08, 1981",508.5,508.5,508.5,508.5,-1.12%
"Apr 07, 1981",514.25,514.25,514.25,514.25,-3.65%
"Apr 06, 1981",533.75,533.75,533.75,533.75,2.06%
"Apr 03, 1981",523,523,523,523,0.67%
"Apr 02, 1981",519.5,519.5,519.5,519.5,1.02%
"Apr 01, 1981",514.25,514.25,514.25,514.25,0.10%
"Mar 31, 1981",513.75,513.75,513.75,513.75,-2.42%
"Mar 30, 1981",526.5,526.5,526.5,526.5,-2.27%
"Mar 27, 1981",538.75,538.75,538.75,538.75,-0.14%
"Mar 26, 1981",539.5,539.5,539.5,539.5,2.18%
"Mar 25, 1981",528,528,528,528,-1.54%
"Mar 24, 1981",536.25,536.25,536.25,536.25,1.95%
"Mar 23, 1981",526,526,526,526,1.79%
"Mar 20, 1981",516.75,516.75,516.75,516.75,1.32%
"Mar 19, 1981",510,510,510,510,0.79%
"Mar 18, 1981",506,506,506,506,2.58%
"Mar 17, 1981",493.25,493.25,493.25,493.25,-1.30%
"Mar 16, 1981",499.75,499.75,499.75,499.75,1.58%
"Mar 13, 1981",492,492,492,492,2.93%
"Mar 12, 1981",478,478,478,478,0.37%
"Mar 11, 1981",476.25,476.25,476.25,476.25,-2.26%
"Mar 10, 1981",487.25,487.25,487.25,487.25,2.52%
"Mar 09, 1981",475.25,475.25,475.25,475.25,1.77%
"Mar 06, 1981",467,467,467,467,1.19%
"Mar 05, 1981",461.5,461.5,461.5,461.5,-0.86%
"Mar 04, 1981",465.5,465.5,465.5,465.5,-1.17%
"Mar 03, 1981",471,471,471,471,1.18%
"Mar 02, 1981",465.5,465.5,465.5,465.5,-4.81%
"Feb 27, 1981",489,489,489,489,-0.61%
"Feb 26, 1981",492,492,492,492,-1.70%
"Feb 25, 1981",500.5,500.5,500.5,500.5,-0.50%
"Feb 24, 1981",503,503,503,503,0.30%
"Feb 23, 1981",501.5,501.5,501.5,501.5,-1.96%
"Feb 20, 1981",511.5,511.5,511.5,511.5,1.64%
"Feb 19, 1981",503.25,503.25,503.25,503.25,-0.35%
"Feb 18, 1981",505,505,505,505,0.85%
"Feb 17, 1981",500.75,500.75,500.75,500.75,1.88%
"Feb 16, 1981",491.5,491.5,491.5,491.5,0.00%
"Feb 13, 1981",491.5,491.5,491.5,491.5,0.25%
"Feb 12, 1981",490.25,490.25,490.25,490.25,-2.15%
"Feb 11, 1981",501,501,501,501,-3.56%
"Feb 10, 1981",519.5,519.5,519.5,519.5,1.37%
"Feb 09, 1981",512.5,512.5,512.5,512.5,2.40%
"Feb 06, 1981",500.5,500.5,500.5,500.5,0.40%
"Feb 05, 1981",498.5,498.5,498.5,498.5,-1.29%
"Feb 04, 1981",505,505,505,505,3.86%
"Feb 03, 1981",486.25,486.25,486.25,486.25,-1.47%
"Feb 02, 1981",493.5,493.5,493.5,493.5,-2.57%
"Jan 30, 1981",506.5,506.5,506.5,506.5,2.58%
"Jan 29, 1981",493.75,493.75,493.75,493.75,-5.68%
"Jan 28, 1981",523.5,523.5,523.5,523.5,-0.10%
"Jan 27, 1981",524,524,524,524,-0.85%
"Jan 26, 1981",528.5,528.5,528.5,528.5,-4.43%
"Jan 23, 1981",553,553,553,553,-1.95%
"Jan 22, 1981",564,564,564,564,-2.42%
"Jan 21, 1981",578,578,578,578,2.85%
"Jan 20, 1981",562,562,562,562,-0.84%
"Jan 19, 1981",566.75,566.75,566.75,566.75,1.07%
"Jan 16, 1981",560.75,560.75,560.75,560.75,-1.88%
"Jan 15, 1981",571.5,571.5,571.5,571.5,2.70%
"Jan 14, 1981",556.5,556.5,556.5,556.5,-1.11%
"Jan 13, 1981",562.75,562.75,562.75,562.75,0.13%
"Jan 12, 1981",562,562,562,562,-2.73%
"Jan 09, 1981",577.75,577.75,577.75,577.75,0.52%
"Jan 08, 1981",574.75,574.75,574.75,574.75,-1.75%
"Jan 07, 1981",585,585,585,585,-2.38%
"Jan 06, 1981",599.25,599.25,599.25,599.25,0.29%
"Jan 05, 1981",597.5,597.5,597.5,597.5,1.96%
"Jan 02, 1981",586,586,586,586,0.00%
"Jan 01, 1981",586,586,586,586,0.00%
"Dec 31, 1980",586,586,586,586,-0.55%
"Dec 30, 1980",589.25,589.25,589.25,589.25,-0.76%
"Dec 29, 1980",593.75,593.75,593.75,593.75,-1.21%
"Dec 26, 1980",601,601,601,601,0.00%
"Dec 25, 1980",601,601,601,601,0.00%
"Dec 24, 1980",601,601,601,601,-0.25%
"Dec 23, 1980",602.5,602.5,602.5,602.5,1.30%
"Dec 22, 1980",594.75,594.75,594.75,594.75,3.43%
"Dec 19, 1980",575,575,575,575,0.26%
"Dec 18, 1980",573.5,573.5,573.5,573.5,-0.39%
"Dec 17, 1980",575.75,575.75,575.75,575.75,2.63%
"Dec 16, 1980",561,561,561,561,-3.16%
"Dec 15, 1980",579.3,579.3,579.3,579.3,2.94%
"Dec 12, 1980",562.75,562.75,562.75,562.75,0.85%
"Dec 11, 1980",558,558,558,558,-3.63%
"Dec 10, 1980",579,579,579,579,-4.14%
"Dec 09, 1980",604,604,604,604,-2.15%
"Dec 08, 1980",617.25,617.25,617.25,617.25,0.04%
"Dec 05, 1980",617,617,617,617,-2.30%
"Dec 04, 1980",631.5,631.5,631.5,631.5,0.64%
"Dec 03, 1980",627.5,627.5,627.5,627.5,0.08%
"Dec 02, 1980",627,627,627,627,-1.31%
"Dec 01, 1980",635.3,635.3,635.3,635.3,1.97%
"Nov 28, 1980",623,623,623,623,0.00%
"Nov 27, 1980",623,623,623,623,0.00%
"Nov 26, 1980",623,623,623,623,1.08%
"Nov 25, 1980",616.35,616.35,616.35,616.35,-2.32%
"Nov 24, 1980",631,631,631,631,-0.59%
"Nov 21, 1980",634.75,634.75,634.75,634.75,0.67%
"Nov 20, 1980",630.5,630.5,630.5,630.5,0.12%
"Nov 19, 1980",629.75,629.75,629.75,629.75,1.74%
"Nov 18, 1980",619,619,619,619,1.19%
"Nov 17, 1980",611.75,611.75,611.75,611.75,-0.12%
"Nov 14, 1980",612.5,612.5,612.5,612.5,-1.53%
"Nov 13, 1980",622,622,622,622,0.40%
"Nov 12, 1980",619.5,619.5,619.5,619.5,3.51%
"Nov 11, 1980",598.5,598.5,598.5,598.5,-2.33%
"Nov 10, 1980",612.8,612.8,612.8,612.8,2.82%
"Nov 07, 1980",596,596,596,596,-5.70%
"Nov 06, 1980",632,632,632,632,-3.07%
"Nov 05, 1980",652,652,652,652,1.80%
"Nov 04, 1980",640.5,640.5,640.5,640.5,0.00%
"Nov 03, 1980",640.5,640.5,640.5,640.5,1.83%
"Oct 31, 1980",629,629,629,629,-2.15%
"Oct 30, 1980",642.8,642.8,642.8,642.8,-0.19%
"Oct 29, 1980",644,644,644,644,1.94%
"Oct 28, 1980",631.75,631.75,631.75,631.75,-0.86%
"Oct 27, 1980",637.25,637.25,637.25,637.25,0.67%
"Oct 24, 1980",633,633,633,633,-0.24%
"Oct 23, 1980",634.5,634.5,634.5,634.5,-3.86%
"Oct 22, 1980",660,660,660,660,1.15%
"Oct 21, 1980",652.5,652.5,652.5,652.5,-0.68%
"Oct 20, 1980",657,657,657,657,-2.01%
"Oct 17, 1980",670.5,670.5,670.5,670.5,-0.52%
"Oct 16, 1980",674,674,674,674,-0.63%
"Oct 15, 1980",678.3,678.3,678.3,678.3,1.47%
"Oct 14, 1980",668.5,668.5,668.5,668.5,-2.44%
"Oct 13, 1980",685.25,685.25,685.25,685.25,0.00%
"Oct 10, 1980",685.25,685.25,685.25,685.25,-0.69%
"Oct 09, 1980",690,690,690,690,1.92%
"Oct 08, 1980",677,677,677,677,-0.17%
"Oct 07, 1980",678.15,678.15,678.15,678.15,0.35%
"Oct 06, 1980",675.8,675.8,675.8,675.8,2.32%
"Oct 03, 1980",660.5,660.5,660.5,660.5,-0.79%
"Oct 02, 1980",665.75,665.75,665.75,665.75,-2.38%
"Oct 01, 1980",682,682,682,682,2.29%
"Sep 30, 1980",666.75,666.75,666.75,666.75,-1.84%
"Sep 29, 1980",679.25,679.25,679.25,679.25,-2.72%
"Sep 26, 1980",698.25,698.25,698.25,698.25,0.07%
"Sep 25, 1980",697.75,697.75,697.75,697.75,-1.79%
"Sep 24, 1980",710.5,710.5,710.5,710.5,-0.07%
"Sep 23, 1980",711,711,711,711,0.14%
"Sep 22, 1980",710,710,710,710,5.34%
"Sep 19, 1980",674,674,674,674,0.26%
"Sep 18, 1980",672.25,672.25,672.25,672.25,-0.11%
"Sep 17, 1980",673,673,673,673,0.75%
"Sep 16, 1980",668,668,668,668,0.23%
"Sep 15, 1980",666.5,666.5,666.5,666.5,-2.77%
"Sep 12, 1980",685.5,685.5,685.5,685.5,1.71%
"Sep 11, 1980",674,674,674,674,-1.82%
"Sep 10, 1980",686.5,686.5,686.5,686.5,2.39%
"Sep 09, 1980",670.5,670.5,670.5,670.5,-0.22%
"Sep 08, 1980",672,672,672,672,3.23%
"Sep 05, 1980",651,651,651,651,0.58%
"Sep 04, 1980",647.25,647.25,647.25,647.25,1.65%
"Sep 03, 1980",636.75,636.75,636.75,636.75,-0.51%
"Sep 02, 1980",640,640,640,640,1.39%
"Sep 01, 1980",631.25,631.25,631.25,631.25,0.00%
"Aug 29, 1980",631.25,631.25,631.25,631.25,-0.64%
"Aug 28, 1980",635.3,635.3,635.3,635.3,0.23%
"Aug 27, 1980",633.85,633.85,633.85,633.85,0.80%
"Aug 26, 1980",628.85,628.85,628.85,628.85,-0.93%
"Aug 25, 1980",634.75,634.75,634.75,634.75,-0.70%
"Aug 22, 1980",639.2,639.2,639.2,639.2,-0.94%
"Aug 21, 1980",645.25,645.25,645.25,645.25,1.65%
"Aug 20, 1980",634.75,634.75,634.75,634.75,1.72%
"Aug 19, 1980",624,624,624,624,1.88%
"Aug 18, 1980",612.5,612.5,612.5,612.5,-1.92%
"Aug 15, 1980",624.5,624.5,624.5,624.5,-0.24%
"Aug 14, 1980",626,626,626,626,1.75%
"Aug 13, 1980",615.25,615.25,615.25,615.25,1.69%
"Aug 12, 1980",605,605,605,605,-1.94%
"Aug 11, 1980",617,617,617,617,-2.06%
"Aug 08, 1980",630,630,630,630,0.08%
"Aug 07, 1980",629.5,629.5,629.5,629.5,0.28%
"Aug 06, 1980",627.75,627.75,627.75,627.75,-0.44%
"Aug 05, 1980",630.5,630.5,630.5,630.5,-0.04%
"Aug 04, 1980",630.75,630.75,630.75,630.75,1.41%
"Aug 01, 1980",622,622,622,622,1.26%
"Jul 31, 1980",614.25,614.25,614.25,614.25,-2.34%
"Jul 30, 1980",629,629,629,629,-2.74%
"Jul 29, 1980",646.75,646.75,646.75,646.75,0.51%
"Jul 28, 1980",643.5,643.5,643.5,643.5,-1.27%
"Jul 25, 1980",651.75,651.75,651.75,651.75,1.36%
"Jul 24, 1980",643,643,643,643,1.86%
"Jul 23, 1980",631.25,631.25,631.25,631.25,2.98%
"Jul 22, 1980",613,613,613,613,-0.73%
"Jul 21, 1980",617.5,617.5,617.5,617.5,1.90%
"Jul 18, 1980",606,606,606,606,-3.39%
"Jul 17, 1980",627.25,627.25,627.25,627.25,0.40%
"Jul 16, 1980",624.75,624.75,624.75,624.75,0.85%
"Jul 15, 1980",619.5,619.5,619.5,619.5,-4.69%
"Jul 14, 1980",650,650,650,650,-2.50%
"Jul 11, 1980",666.7,666.7,666.7,666.7,1.55%
"Jul 10, 1980",656.5,656.5,656.5,656.5,-2.16%
"Jul 09, 1980",671,671,671,671,-2.40%
"Jul 08, 1980",687.5,687.5,687.5,687.5,3.00%
"Jul 07, 1980",667.5,667.5,667.5,667.5,0.60%
"Jul 04, 1980",663.5,663.5,663.5,663.5,0.00%
"Jul 03, 1980",663.5,663.5,663.5,663.5,0.30%
"Jul 02, 1980",661.5,661.5,661.5,661.5,0.23%
"Jul 01, 1980",660,660,660,660,0.99%
"Jun 30, 1980",653.5,653.5,653.5,653.5,2.51%
"Jun 27, 1980",637.5,637.5,637.5,637.5,2.08%
"Jun 26, 1980",624.5,624.5,624.5,624.5,0.32%
"Jun 25, 1980",622.5,622.5,622.5,622.5,3.23%
"Jun 24, 1980",603,603,603,603,0.08%
"Jun 23, 1980",602.5,602.5,602.5,602.5,0.00%
"Jun 20, 1980",602.5,602.5,602.5,602.5,0.58%
"Jun 19, 1980",599,599,599,599,-0.58%
"Jun 18, 1980",602.5,602.5,602.5,602.5,1.82%
"Jun 17, 1980",591.75,591.75,591.75,591.75,0.30%
"Jun 16, 1980",590,590,590,590,-3.02%
"Jun 13, 1980",608.4,608.4,608.4,608.4,3.12%
"Jun 12, 1980",590,590,590,590,-1.01%
"Jun 11, 1980",596,596,596,596,-1.32%
"Jun 10, 1980",604,604,604,604,-3.17%
"Jun 09, 1980",623.75,623.75,623.75,623.75,7.22%
"Jun 06, 1980",581.75,581.75,581.75,581.75,0.00%
"Jun 05, 1980",581.75,581.75,581.75,581.75,1.79%
"Jun 04, 1980",571.5,571.5,571.5,571.5,3.44%
"Jun 03, 1980",552.5,552.5,552.5,552.5,-1.60%
"Jun 02, 1980",561.5,561.5,561.5,561.5,4.86%
"May 30, 1980",535.5,535.5,535.5,535.5,3.06%
"May 29, 1980",519.6,519.6,519.6,519.6,-1.31%
"May 28, 1980",526.5,526.5,526.5,526.5,2.27%
"May 27, 1980",514.8,514.8,514.8,514.8,0.69%
"May 26, 1980",511.25,511.25,511.25,511.25,0.00%
"May 23, 1980",511.25,511.25,511.25,511.25,-0.44%
"May 22, 1980",513.5,513.5,513.5,513.5,0.00%
"May 21, 1980",513.5,513.5,513.5,513.5,1.13%
"May 20, 1980",507.75,507.75,507.75,507.75,-1.26%
"May 19, 1980",514.25,514.25,514.25,514.25,-0.44%
"May 16, 1980",516.5,516.5,516.5,516.5,-0.10%
"May 15, 1980",517,517,517,517,-1.52%
"May 14, 1980",525,525,525,525,2.54%
"May 13, 1980",512,512,512,512,-0.24%
"May 12, 1980",513.25,513.25,513.25,513.25,0.98%
"May 09, 1980",508.25,508.25,508.25,508.25,-1.45%
"May 08, 1980",515.75,515.75,515.75,515.75,0.63%
"May 07, 1980",512.5,512.5,512.5,512.5,0.00%
"May 06, 1980",512.5,512.5,512.5,512.5,-0.49%
"May 05, 1980",515,515,515,515,0.49%
"May 02, 1980",512.5,512.5,512.5,512.5,4.59%
"May 01, 1980",490,490,490,490,-5.41%
"Apr 30, 1980",518,518,518,518,0.83%
"Apr 29, 1980",513.75,513.75,513.75,513.75,-2.00%
"Apr 28, 1980",524.25,524.25,524.25,524.25,-4.94%
"Apr 25, 1980",551.5,551.5,551.5,551.5,6.94%
"Apr 24, 1980",515.7,515.7,515.7,515.7,1.82%
"Apr 23, 1980",506.5,506.5,506.5,506.5,0.10%
"Apr 22, 1980",506,506,506,506,0.00%
"Apr 21, 1980",506,506,506,506,-1.86%
"Apr 18, 1980",515.6,515.6,515.6,515.6,0.51%
"Apr 17, 1980",513,513,513,513,-1.35%
"Apr 16, 1980",520,520,520,520,4.52%
"Apr 15, 1980",497.5,497.5,497.5,497.5,-6.09%
"Apr 14, 1980",529.75,529.75,529.75,529.75,-0.14%
"Apr 11, 1980",530.5,530.5,530.5,530.5,0.86%
"Apr 10, 1980",526,526,526,526,-5.05%
"Apr 09, 1980",554,554,554,554,4.92%
"Apr 08, 1980",528,528,528,528,8.70%
"Apr 07, 1980",485.75,485.75,485.75,485.75,0.00%
"Apr 04, 1980",485.75,485.75,485.75,485.75,0.00%
"Apr 03, 1980",485.75,485.75,485.75,485.75,-2.95%
"Apr 02, 1980",500.5,500.5,500.5,500.5,-1.77%
"Apr 01, 1980",509.5,509.5,509.5,509.5,2.93%
"Mar 31, 1980",495,495,495,495,1.02%
"Mar 28, 1980",490,490,490,490,0.98%
"Mar 27, 1980",485.25,485.25,485.25,485.25,-4.48%
"Mar 26, 1980",508,508,508,508,-7.17%
"Mar 25, 1980",547.25,547.25,547.25,547.25,-1.97%
"Mar 24, 1980",558.25,558.25,558.25,558.25,-0.49%
"Mar 21, 1980",561,561,561,561,0.00%
"Mar 20, 1980",561,561,561,561,6.45%
"Mar 19, 1980",527,527,527,527,9.45%
"Mar 18, 1980",481.5,481.5,481.5,481.5,-0.52%
"Mar 17, 1980",484,484,484,484,-7.46%
"Mar 14, 1980",523,523,523,523,-6.02%
"Mar 13, 1980",556.5,556.5,556.5,556.5,-4.99%
"Mar 12, 1980",585.7,585.7,585.7,585.7,2.71%
"Mar 11, 1980",570.25,570.25,570.25,570.25,-2.52%
"Mar 10, 1980",585,585,585,585,-3.94%
"Mar 07, 1980",609,609,609,609,-5.36%
"Mar 06, 1980",643.5,643.5,643.5,643.5,0.00%
"Mar 05, 1980",643.5,643.5,643.5,643.5,1.94%
"Mar 04, 1980",631.25,631.25,631.25,631.25,-4.90%
"Mar 03, 1980",663.75,663.75,663.75,663.75,4.20%
"Feb 29, 1980",637,637,637,637,-1.39%
"Feb 28, 1980",646,646,646,646,1.57%
"Feb 27, 1980",636,636,636,636,-0.97%
"Feb 26, 1980",642.25,642.25,642.25,642.25,4.18%
"Feb 25, 1980",616.5,616.5,616.5,616.5,-2.14%
"Feb 22, 1980",630,630,630,630,-5.26%
"Feb 21, 1980",665,665,665,665,1.95%
"Feb 20, 1980",652.25,652.25,652.25,652.25,0.00%
"Feb 19, 1980",652.25,652.25,652.25,652.25,-2.21%
"Feb 18, 1980",667,667,667,667,0.00%
"Feb 15, 1980",667,667,667,667,-2.20%
"Feb 14, 1980",682,682,682,682,-2.12%
"Feb 13, 1980",696.75,696.75,696.75,696.75,0.32%
"Feb 12, 1980",694.5,694.5,694.5,694.5,-2.25%
"Feb 11, 1980",710.5,710.5,710.5,710.5,2.67%
"Feb 08, 1980",692,692,692,692,-1.04%
"Feb 07, 1980",699.25,699.25,699.25,699.25,-1.38%
"Feb 06, 1980",709,709,709,709,5.86%
"Feb 05, 1980",669.75,669.75,669.75,669.75,0.00%
"Feb 04, 1980",669.75,669.75,669.75,669.75,-1.00%
"Feb 01, 1980",676.5,676.5,676.5,676.5,3.60%
"Jan 31, 1980",653,653,653,653,-5.50%
"Jan 30, 1980",691,691,691,691,2.48%
"Jan 29, 1980",674.25,674.25,674.25,674.25,8.05%
"Jan 28, 1980",624,624,624,624,-6.59%
"Jan 25, 1980",668,668,668,668,-6.83%
"Jan 24, 1980",717,717,717,717,3.17%
"Jan 23, 1980",695,695,695,695,-5.76%
"Jan 22, 1980",737.5,737.5,737.5,737.5,-11.68%
"Jan 21, 1980",835,835,835,835,0.00%
"Jan 18, 1980",835,835,835,835,11.33%
"Jan 17, 1980",750,750,750,750,-1.32%
"Jan 16, 1980",760,760,760,760,11.11%
"Jan 15, 1980",684,684,684,684,3.64%
"Jan 14, 1980",660,660,660,660,5.94%
"Jan 11, 1980",623,623,623,623,3.26%
"Jan 10, 1980",603.35,603.35,603.35,603.35,-0.63%
"Jan 09, 1980",607.2,607.2,607.2,607.2,-0.46%
"Jan 08, 1980",610,610,610,610,-3.79%
"Jan 07, 1980",634,634,634,634,-0.04%
"Jan 04, 1980",634.25,634.25,634.25,634.25,0.00%
"Jan 03, 1980",634.25,634.25,634.25,634.25,13.31%
"Jan 02, 1980",559.75,559.75,559.75,559.75,9.33%
"Jan 01, 1980",512,512,512,512,0.00%
"Dec 28, 1979",512,512,512,512,-0.68%
"Dec 27, 1979",515.5,515.5,515.5,515.5,3.31%
