Date,Price,Open,High,Low,Change %
"Mar 31, 1983",414.7,414.7,414.7,414.7,-0.79%
"Mar 30, 1983",418,418,418,418,1.28%
"Mar 29, 1983",412.7,412.7,412.7,412.7,0.98%
"Mar 28, 1983",408.7,408.7,408.7,408.7,-0.73%
"Mar 25, 1983",411.7,411.7,411.7,411.7,-0.91%
"Mar 24, 1983",415.5,415.5,415.5,415.5,1.34%
"Mar 23, 1983",410,410,410,410,-2.66%
"Mar 22, 1983",421.2,421.2,421.2,421.2,1.62%
"Mar 21, 1983",414.5,414.5,414.5,414.5,-1.71%
"Mar 18, 1983",421.7,421.7,421.7,421.7,1.25%
"Mar 17, 1983",416.5,416.5,416.5,416.5,-0.60%
"Mar 16, 1983",419,419,419,419,-3.57%
"Mar 15, 1983",434.5,434.5,434.5,434.5,1.40%
"Mar 14, 1983",428.5,428.5,428.5,428.5,1.90%
"Mar 11, 1983",420.5,420.5,420.5,420.5,-3.27%
"Mar 10, 1983",434.7,434.7,434.7,434.7,2.04%
"Mar 09, 1983",426,426,426,426,2.04%
"Mar 08, 1983",417.5,417.5,417.5,417.5,-0.76%
"Mar 07, 1983",420.7,420.7,420.7,420.7,1.99%
"Mar 04, 1983",412.5,412.5,412.5,412.5,-3.96%
"Mar 03, 1983",429.5,429.5,429.5,429.5,-0.12%
"Mar 02, 1983",430,430,430,430,3.86%
"Mar 01, 1983",414,414,414,414,1.35%
"Feb 28, 1983",408.5,408.5,408.5,408.5,-12.09%
"Feb 25, 1983",464.7,464.7,464.7,464.7,-2.17%
"Feb 24, 1983",475,475,475,475,1.02%
"Feb 23, 1983",470.2,470.2,470.2,470.2,-3.15%
"Feb 22, 1983",485.5,485.5,485.5,485.5,-3.57%
"Feb 18, 1983",503.5,503.5,503.5,503.5,-0.24%
"Feb 17, 1983",504.7,504.7,504.7,504.7,-0.75%
"Feb 16, 1983",508.5,508.5,508.5,508.5,-0.14%
"Feb 15, 1983",509.2,509.2,509.2,509.2,1.74%
"Feb 14, 1983",500.5,500.5,500.5,500.5,-0.79%
"Feb 11, 1983",504.5,504.5,504.5,504.5,1.71%
"Feb 10, 1983",496,496,496,496,1.12%
"Feb 09, 1983",490.5,490.5,490.5,490.5,-1.35%
"Feb 08, 1983",497.2,497.2,497.2,497.2,1.43%
"Feb 07, 1983",490.2,490.2,490.2,490.2,-1.66%
"Feb 04, 1983",498.5,498.5,498.5,498.5,-0.99%
"Feb 03, 1983",503.5,503.5,503.5,503.5,1.06%
"Feb 02, 1983",498.2,498.2,498.2,498.2,-2.03%
"Feb 01, 1983",508.5,508.5,508.5,508.5,1.80%
"Jan 31, 1983",499.5,499.5,499.5,499.5,1.17%
"Jan 28, 1983",493.7,493.7,493.7,493.7,-0.56%
"Jan 27, 1983",496.5,496.5,496.5,496.5,2.06%
"Jan 26, 1983",486.5,486.5,486.5,486.5,-0.45%
"Jan 25, 1983",488.7,488.7,488.7,488.7,2.67%
"Jan 24, 1983",476,476,476,476,-1.86%
"Jan 21, 1983",485,485,485,485,-0.45%
"Jan 20, 1983",487.2,487.2,487.2,487.2,-1.68%
"Jan 19, 1983",495.5,495.5,495.5,495.5,2.16%
"Jan 18, 1983",485,485,485,485,-2.71%
"Jan 17, 1983",498.5,498.5,498.5,498.5,3.17%
"Jan 14, 1983",483.2,483.2,483.2,483.2,-1.02%
"Jan 13, 1983",488.2,488.2,488.2,488.2,1.60%
"Jan 12, 1983",480.5,480.5,480.5,480.5,-0.83%
"Jan 11, 1983",484.5,484.5,484.5,484.5,2.22%
"Jan 10, 1983",474,474,474,474,1.94%
"Jan 07, 1983",465,465,465,465,2.31%
"Jan 06, 1983",454.5,454.5,454.5,454.5,0.11%
"Jan 05, 1983",454,454,454,454,1.00%
"Jan 04, 1983",449.5,449.5,449.5,449.5,-0.55%
"Jan 03, 1983",452,452,452,452,-1.07%
"Dec 30, 1982",456.9,456.9,456.9,456.9,-0.78%
"Dec 29, 1982",460.5,460.5,460.5,460.5,1.10%
"Dec 28, 1982",455.5,455.5,455.5,455.5,-0.33%
"Dec 27, 1982",457,457,457,457,2.54%
"Dec 23, 1982",445.7,445.7,445.7,445.7,-0.34%
"Dec 22, 1982",447.2,447.2,447.2,447.2,1.13%
"Dec 21, 1982",442.2,442.2,442.2,442.2,0.45%
"Dec 20, 1982",440.2,440.2,440.2,440.2,0.73%
"Dec 17, 1982",437,437,437,437,-0.73%
"Dec 16, 1982",440.2,440.2,440.2,440.2,0.62%
"Dec 15, 1982",437.5,437.5,437.5,437.5,-2.65%
"Dec 14, 1982",449.4,449.4,449.4,449.4,2.44%
"Dec 13, 1982",438.7,438.7,438.7,438.7,0.69%
"Dec 10, 1982",435.7,435.7,435.7,435.7,-0.41%
"Dec 09, 1982",437.5,437.5,437.5,437.5,-1.69%
"Dec 08, 1982",445,445,445,445,-2.09%
"Dec 07, 1982",454.5,454.5,454.5,454.5,2.09%
"Dec 06, 1982",445.2,445.2,445.2,445.2,0.91%
"Dec 03, 1982",441.2,441.2,441.2,441.2,-1.12%
"Dec 02, 1982",446.2,446.2,446.2,446.2,1.36%
"Dec 01, 1982",440.2,440.2,440.2,440.2,0.96%
"Nov 30, 1982",436,436,436,436,0.46%
"Nov 29, 1982",434,434,434,434,6.90%
"Nov 26, 1982",406,406,406,406,-0.78%
"Nov 24, 1982",409.2,409.2,409.2,409.2,0.79%
"Nov 23, 1982",406,406,406,406,-1.10%
"Nov 22, 1982",410.5,410.5,410.5,410.5,-1.70%
"Nov 19, 1982",417.6,417.6,417.6,417.6,2.23%
"Nov 18, 1982",408.5,408.5,408.5,408.5,-0.97%
"Nov 17, 1982",412.5,412.5,412.5,412.5,1.23%
"Nov 16, 1982",407.5,407.5,407.5,407.5,1.07%
"Nov 15, 1982",403.2,403.2,403.2,403.2,1.31%
"Nov 12, 1982",398,398,398,398,-0.80%
"Nov 11, 1982",401.2,401.2,401.2,401.2,-2.38%
"Nov 10, 1982",411,411,411,411,0.44%
"Nov 09, 1982",409.2,409.2,409.2,409.2,0.49%
"Nov 08, 1982",407.2,407.2,407.2,407.2,-2.47%
"Nov 05, 1982",417.5,417.5,417.5,417.5,-1.70%
"Nov 04, 1982",424.7,424.7,424.7,424.7,-0.65%
"Nov 03, 1982",427.5,427.5,427.5,427.5,2.22%
"Oct 28, 1982",418.2,418.2,418.2,418.2,0.12%
"Oct 27, 1982",417.7,417.7,417.7,417.7,-0.36%
"Oct 26, 1982",419.2,419.2,419.2,419.2,0.14%
"Oct 25, 1982",418.6,418.6,418.6,418.6,-2.20%
"Oct 22, 1982",428,428,428,428,-1.04%
"Oct 21, 1982",432.5,432.5,432.5,432.5,2.49%
"Oct 20, 1982",422,422,422,422,-4.42%
"Oct 19, 1982",441.5,441.5,441.5,441.5,3.11%
"Oct 18, 1982",428.2,428.2,428.2,428.2,-0.99%
"Oct 15, 1982",432.5,432.5,432.5,432.5,-3.46%
"Oct 14, 1982",448,448,448,448,4.50%
"Oct 13, 1982",428.7,428.7,428.7,428.7,-2.83%
"Oct 12, 1982",441.2,441.2,441.2,441.2,1.89%
"Oct 08, 1982",433,433,433,433,3.46%
"Oct 07, 1982",418.5,418.5,418.5,418.5,3.59%
"Oct 06, 1982",404,404,404,404,3.54%
"Oct 05, 1982",390.2,390.2,390.2,390.2,0.70%
"Oct 04, 1982",387.5,387.5,387.5,387.5,-3.61%
"Oct 01, 1982",402,402,402,402,1.26%
"Sep 30, 1982",397,397,397,397,-3.10%
"Sep 29, 1982",409.7,409.7,409.7,409.7,-0.19%
"Sep 28, 1982",410.5,410.5,410.5,410.5,-0.77%
"Sep 27, 1982",413.7,413.7,413.7,413.7,-4.01%
"Sep 24, 1982",431,431,431,431,-1.10%
"Sep 23, 1982",435.8,435.8,435.8,435.8,-1.78%
"Sep 22, 1982",443.7,443.7,443.7,443.7,4.03%
"Sep 21, 1982",426.5,426.5,426.5,426.5,0.54%
"Sep 20, 1982",424.2,424.2,424.2,424.2,-3.92%
"Sep 17, 1982",441.5,441.5,441.5,441.5,-1.56%
"Sep 16, 1982",448.5,448.5,448.5,448.5,1.20%
"Sep 15, 1982",443.2,443.2,443.2,443.2,-2.42%
"Sep 14, 1982",454.2,454.2,454.2,454.2,3.46%
"Sep 13, 1982",439,439,439,439,-3.09%
"Sep 10, 1982",453,453,453,453,-2.79%
"Sep 09, 1982",466,466,466,466,1.75%
"Sep 08, 1982",458,458,458,458,-4.78%
"Sep 07, 1982",481,481,481,481,5.71%
"Sep 03, 1982",455,455,455,455,11.06%
"Sep 02, 1982",409.7,409.7,409.7,409.7,1.11%
"Sep 01, 1982",405.2,405.2,405.2,405.2,-1.53%
"Aug 31, 1982",411.5,411.5,411.5,411.5,2.31%
"Aug 30, 1982",402.2,402.2,402.2,402.2,-3.78%
"Aug 27, 1982",418,418,418,418,0.24%
"Aug 26, 1982",417,417,417,417,3.99%
"Aug 25, 1982",401,401,401,401,-1.64%
"Aug 24, 1982",407.7,407.7,407.7,407.7,3.35%
"Aug 23, 1982",394.5,394.5,394.5,394.5,2.07%
"Aug 20, 1982",386.5,386.5,386.5,386.5,8.38%
"Aug 19, 1982",356.6,356.6,356.6,356.6,-0.31%
"Aug 18, 1982",357.7,357.7,357.7,357.7,5.92%
"Aug 17, 1982",337.7,337.7,337.7,337.7,-1.17%
"Aug 16, 1982",341.7,341.7,341.7,341.7,1.09%
"Aug 13, 1982",338,338,338,338,0.99%
"Aug 12, 1982",334.7,334.7,334.7,334.7,0.36%
"Aug 11, 1982",333.5,333.5,333.5,333.5,-1.39%
"Aug 10, 1982",338.2,338.2,338.2,338.2,0.65%
"Aug 09, 1982",336,336,336,336,-2.52%
"Aug 06, 1982",344.7,344.7,344.7,344.7,-0.52%
"Aug 05, 1982",346.5,346.5,346.5,346.5,0.09%
"Aug 04, 1982",346.2,346.2,346.2,346.2,-0.86%
"Aug 03, 1982",349.2,349.2,349.2,349.2,-0.60%
"Aug 02, 1982",351.3,351.3,351.3,351.3,2.45%
"Jul 30, 1982",342.9,342.9,342.9,342.9,0.12%
"Jul 29, 1982",342.5,342.5,342.5,342.5,-1.30%
"Jul 28, 1982",347,347,347,347,-1.20%
"Jul 27, 1982",351.2,351.2,351.2,351.2,-0.28%
"Jul 26, 1982",352.2,352.2,352.2,352.2,-3.03%
"Jul 23, 1982",363.2,363.2,363.2,363.2,2.89%
"Jul 22, 1982",353,353,353,353,-3.68%
"Jul 21, 1982",366.5,366.5,366.5,366.5,5.41%
"Jul 20, 1982",347.7,347.7,347.7,347.7,0.06%
"Jul 19, 1982",347.5,347.5,347.5,347.5,0.14%
"Jul 16, 1982",347,347,347,347,-0.91%
"Jul 15, 1982",350.2,350.2,350.2,350.2,-0.71%
"Jul 14, 1982",352.7,352.7,352.7,352.7,0.06%
"Jul 13, 1982",352.5,352.5,352.5,352.5,2.77%
"Jul 12, 1982",343,343,343,343,4.41%
"Jul 09, 1982",328.5,328.5,328.5,328.5,4.78%
"Jul 08, 1982",313.5,313.5,313.5,313.5,2.22%
"Jul 07, 1982",306.7,306.7,306.7,306.7,-1.38%
"Jul 06, 1982",311,311,311,311,-0.54%
"Jul 02, 1982",312.7,312.7,312.7,312.7,0.81%
"Jul 01, 1982",310.2,310.2,310.2,310.2,-2.30%
"Jun 30, 1982",317.5,317.5,317.5,317.5,2.75%
"Jun 29, 1982",309,309,309,309,1.73%
"Jun 28, 1982",303.75,303.75,303.75,303.75,-0.57%
"Jun 25, 1982",305.5,305.5,305.5,305.5,-1.53%
"Jun 24, 1982",310.25,310.25,310.25,310.25,2.06%
"Jun 23, 1982",304,304,304,304,0.00%
"Jun 22, 1982",304,304,304,304,2.44%
"Jun 21, 1982",296.75,296.75,296.75,296.75,-3.89%
"Jun 18, 1982",308.75,308.75,308.75,308.75,-0.08%
"Jun 17, 1982",309,309,309,309,-2.52%
"Jun 16, 1982",317,317,317,317,0.63%
"Jun 15, 1982",315,315,315,315,-1.79%
"Jun 14, 1982",320.75,320.75,320.75,320.75,-1.38%
"Jun 11, 1982",325.25,325.25,325.25,325.25,-0.46%
"Jun 10, 1982",326.75,326.75,326.75,326.75,0.23%
"Jun 09, 1982",326,326,326,326,-0.84%
"Jun 08, 1982",328.75,328.75,328.75,328.75,1.08%
"Jun 07, 1982",325.25,325.25,325.25,325.25,2.04%
"Jun 04, 1982",318.75,318.75,318.75,318.75,-0.50%
"Jun 03, 1982",320.35,320.35,320.35,320.35,0.58%
"Jun 02, 1982",318.5,318.5,318.5,318.5,-0.08%
"Jun 01, 1982",318.75,318.75,318.75,318.75,-2.00%
"May 31, 1982",325.25,325.25,325.25,325.25,0.00%
"May 28, 1982",325.25,325.25,325.25,325.25,0.31%
"May 27, 1982",324.25,324.25,324.25,324.25,-1.82%
"May 26, 1982",330.25,330.25,330.25,330.25,0.72%
"May 25, 1982",327.9,327.9,327.9,327.9,-0.33%
"May 24, 1982",329,329,329,329,-2.81%
"May 21, 1982",338.5,338.5,338.5,338.5,-1.17%
"May 20, 1982",342.5,342.5,342.5,342.5,0.15%
"May 19, 1982",342,342,342,342,1.18%
"May 18, 1982",338,338,338,338,-0.15%
"May 17, 1982",338.5,338.5,338.5,338.5,1.58%
"May 14, 1982",333.25,333.25,333.25,333.25,0.68%
"May 13, 1982",331,331,331,331,-0.15%
"May 12, 1982",331.5,331.5,331.5,331.5,-0.23%
"May 11, 1982",332.25,332.25,332.25,332.25,0.99%
"May 10, 1982",329,329,329,329,-1.72%
"May 07, 1982",334.75,334.75,334.75,334.75,0.07%
"May 06, 1982",334.5,334.5,334.5,334.5,-1.15%
"May 05, 1982",338.4,338.4,338.4,338.4,-0.98%
"May 04, 1982",341.75,341.75,341.75,341.75,-1.09%
"May 03, 1982",345.5,345.5,345.5,345.5,-4.36%
"Apr 30, 1982",361.25,361.25,361.25,361.25,3.58%
"Apr 29, 1982",348.75,348.75,348.75,348.75,-1.62%
"Apr 28, 1982",354.5,354.5,354.5,354.5,0.78%
"Apr 27, 1982",351.75,351.75,351.75,351.75,-1.47%
"Apr 26, 1982",357,357,357,357,1.35%
"Apr 23, 1982",352.25,352.25,352.25,352.25,2.10%
"Apr 22, 1982",345,345,345,345,-0.50%
"Apr 21, 1982",346.75,346.75,346.75,346.75,1.09%
"Apr 20, 1982",343,343,343,343,-3.92%
"Apr 19, 1982",357,357,357,357,-1.59%
"Apr 16, 1982",362.75,362.75,362.75,362.75,-0.14%
"Apr 15, 1982",363.25,363.25,363.25,363.25,-0.95%
"Apr 14, 1982",366.75,366.75,366.75,366.75,3.75%
"Apr 13, 1982",353.5,353.5,353.5,353.5,0.00%
"Apr 12, 1982",353.5,353.5,353.5,353.5,0.57%
"Apr 09, 1982",351.5,351.5,351.5,351.5,0.00%
"Apr 08, 1982",351.5,351.5,351.5,351.5,-0.71%
"Apr 07, 1982",354,354,354,354,2.46%
"Apr 06, 1982",345.5,345.5,345.5,345.5,2.37%
"Apr 05, 1982",337.5,337.5,337.5,337.5,2.97%
"Apr 02, 1982",327.75,327.75,327.75,327.75,0.23%
"Apr 01, 1982",327,327,327,327,2.12%
"Mar 31, 1982",320.22,320.22,320.22,320.22,-1.24%
"Mar 30, 1982",324.25,324.25,324.25,324.25,1.81%
"Mar 29, 1982",318.5,318.5,318.5,318.5,-1.16%
"Mar 26, 1982",322.25,322.25,322.25,322.25,-1.68%
"Mar 25, 1982",327.75,327.75,327.75,327.75,-1.21%
"Mar 24, 1982",331.75,331.75,331.75,331.75,3.41%
"Mar 22, 1982",320.8,320.8,320.8,320.8,1.60%
"Mar 19, 1982",315.75,315.75,315.75,315.75,-1.33%
"Mar 18, 1982",320,320,320,320,1.27%
"Mar 17, 1982",316,316,316,316,-2.62%
"Mar 16, 1982",324.5,324.5,324.5,324.5,4.01%
"Mar 15, 1982",312,312,312,312,-3.48%
"Mar 12, 1982",323.25,323.25,323.25,323.25,-2.56%
"Mar 11, 1982",331.75,331.75,331.75,331.75,-0.38%
"Mar 10, 1982",333,333,333,333,1.14%
"Mar 09, 1982",329.25,329.25,329.25,329.25,-0.38%
"Mar 08, 1982",330.5,330.5,330.5,330.5,-3.48%
"Mar 05, 1982",342.4,342.4,342.4,342.4,-1.18%
"Mar 04, 1982",346.5,346.5,346.5,346.5,-2.05%
"Mar 03, 1982",353.75,353.75,353.75,353.75,-2.08%
"Mar 02, 1982",361.25,361.25,361.25,361.25,0.00%
"Mar 01, 1982",361.25,361.25,361.25,361.25,-0.37%
"Feb 26, 1982",362.6,362.6,362.6,362.6,-1.05%
"Feb 25, 1982",366.45,366.45,366.45,366.45,1.02%
"Feb 24, 1982",362.75,362.75,362.75,362.75,0.48%
"Feb 23, 1982",361,361,361,361,-0.89%
"Feb 22, 1982",364.25,364.25,364.25,364.25,-1.35%
"Feb 19, 1982",369.25,369.25,369.25,369.25,0.00%
"Feb 18, 1982",369.25,369.25,369.25,369.25,-1.27%
"Feb 17, 1982",374,374,374,374,-0.33%
"Feb 16, 1982",375.25,375.25,375.25,375.25,-0.60%
"Feb 15, 1982",377.5,377.5,377.5,377.5,0.00%
"Feb 12, 1982",377.5,377.5,377.5,377.5,-0.66%
"Feb 11, 1982",380,380,380,380,-0.56%
"Feb 10, 1982",382.15,382.15,382.15,382.15,0.96%
"Feb 09, 1982",378.5,378.5,378.5,378.5,-0.33%
"Feb 08, 1982",379.75,379.75,379.75,379.75,-1.17%
"Feb 05, 1982",384.25,384.25,384.25,384.25,0.13%
"Feb 04, 1982",383.75,383.75,383.75,383.75,1.52%
"Feb 03, 1982",378,378,378,378,-0.30%
"Feb 02, 1982",379.15,379.15,379.15,379.15,-0.09%
"Feb 01, 1982",379.5,379.5,379.5,379.5,-1.94%
"Jan 29, 1982",387,387,387,387,0.91%
"Jan 28, 1982",383.5,383.5,383.5,383.5,0.46%
"Jan 27, 1982",381.75,381.75,381.75,381.75,1.39%
"Jan 26, 1982",376.5,376.5,376.5,376.5,1.21%
"Jan 25, 1982",372,372,372,372,-1.39%
"Jan 22, 1982",377.25,377.25,377.25,377.25,0.33%
"Jan 21, 1982",376,376,376,376,1.21%
"Jan 20, 1982",371.5,371.5,371.5,371.5,-1.00%
"Jan 19, 1982",375.25,375.25,375.25,375.25,0.40%
"Jan 18, 1982",373.75,373.75,373.75,373.75,-1.45%
"Jan 15, 1982",379.25,379.25,379.25,379.25,1.20%
"Jan 14, 1982",374.75,374.75,374.75,374.75,-1.38%
"Jan 13, 1982",380,380,380,380,-2.31%
"Jan 12, 1982",389,389,389,389,0.19%
"Jan 11, 1982",388.25,388.25,388.25,388.25,-3.00%
"Jan 08, 1982",400.25,400.25,400.25,400.25,0.95%
"Jan 07, 1982",396.5,396.5,396.5,396.5,-1.25%
"Jan 06, 1982",401.5,401.5,401.5,401.5,-0.50%
"Jan 05, 1982",403.5,403.5,403.5,403.5,2.15%
"Jan 04, 1982",395,395,395,395,-1.50%
"Jan 01, 1982",401,401,401,401,0.00%
"Dec 31, 1981",401,401,401,401,0.88%
"Dec 30, 1981",397.5,397.5,397.5,397.5,0.63%
"Dec 29, 1981",395,395,395,395,-0.25%
"Dec 28, 1981",396,396,396,396,-1.10%
"Dec 25, 1981",400.4,400.4,400.4,400.4,0.00%
"Dec 24, 1981",400.4,400.4,400.4,400.4,0.00%
"Dec 23, 1981",400.4,400.4,400.4,400.4,0.20%
"Dec 22, 1981",399.6,399.6,399.6,399.6,-2.66%
"Dec 21, 1981",410.5,410.5,410.5,410.5,-1.26%
"Dec 18, 1981",415.75,415.75,415.75,415.75,-0.12%
"Dec 17, 1981",416.25,416.25,416.25,416.25,-0.12%
"Dec 16, 1981",416.75,416.75,416.75,416.75,0.85%
"Dec 15, 1981",413.25,413.25,413.25,413.25,-1.02%
"Dec 14, 1981",417.5,417.5,417.5,417.5,1.89%
"Dec 11, 1981",409.75,409.75,409.75,409.75,1.05%
"Dec 10, 1981",405.5,405.5,405.5,405.5,-1.16%
"Dec 09, 1981",410.25,410.25,410.25,410.25,-1.20%
"Dec 08, 1981",415.25,415.25,415.25,415.25,-0.36%
"Dec 07, 1981",416.75,416.75,416.75,416.75,-2.17%
"Dec 04, 1981",426,426,426,426,2.28%
"Dec 03, 1981",416.5,416.5,416.5,416.5,2.40%
"Dec 02, 1981",406.75,406.75,406.75,406.75,1.06%
"Dec 01, 1981",402.5,402.5,402.5,402.5,-2.90%
"Nov 30, 1981",414.5,414.5,414.5,414.5,1.22%
"Nov 27, 1981",409.5,409.5,409.5,409.5,0.00%
"Nov 26, 1981",409.5,409.5,409.5,409.5,0.00%
"Nov 25, 1981",409.5,409.5,409.5,409.5,2.57%
"Nov 24, 1981",399.25,399.25,399.25,399.25,0.63%
"Nov 23, 1981",396.75,396.75,396.75,396.75,-1.18%
"Nov 20, 1981",401.5,401.5,401.5,401.5,0.12%
"Nov 19, 1981",401,401,401,401,-0.68%
"Nov 18, 1981",403.75,403.75,403.75,403.75,1.25%
"Nov 17, 1981",398.75,398.75,398.75,398.75,-1.36%
"Nov 16, 1981",404.25,404.25,404.25,404.25,-2.00%
"Nov 13, 1981",412.5,412.5,412.5,412.5,0.24%
"Nov 12, 1981",411.5,411.5,411.5,411.5,-0.12%
"Nov 11, 1981",412,412,412,412,-1.55%
"Nov 10, 1981",418.5,418.5,418.5,418.5,-2.62%
"Nov 09, 1981",429.75,429.75,429.75,429.75,0.35%
"Nov 06, 1981",428.25,428.25,428.25,428.25,-0.06%
"Nov 05, 1981",428.5,428.5,428.5,428.5,-0.64%
"Nov 04, 1981",431.25,431.25,431.25,431.25,0.70%
"Nov 03, 1981",428.25,428.25,428.25,428.25,-0.41%
"Nov 02, 1981",430,430,430,430,0.70%
"Oct 30, 1981",427,427,427,427,0.59%
"Oct 29, 1981",424.5,424.5,424.5,424.5,-1.46%
"Oct 28, 1981",430.8,430.8,430.8,430.8,0.80%
"Oct 27, 1981",427.4,427.4,427.4,427.4,0.33%
"Oct 26, 1981",426,426,426,426,-1.50%
"Oct 23, 1981",432.5,432.5,432.5,432.5,-0.29%
"Oct 22, 1981",433.75,433.75,433.75,433.75,1.11%
"Oct 21, 1981",429,429,429,429,-1.90%
"Oct 20, 1981",437.3,437.3,437.3,437.3,0.14%
"Oct 19, 1981",436.7,436.7,436.7,436.7,-1.59%
"Oct 16, 1981",443.75,443.75,443.75,443.75,-0.65%
"Oct 15, 1981",446.65,446.65,446.65,446.65,0.54%
"Oct 14, 1981",444.25,444.25,444.25,444.25,0.23%
"Oct 13, 1981",443.25,443.25,443.25,443.25,-2.26%
"Oct 12, 1981",453.5,453.5,453.5,453.5,0.00%
"Oct 09, 1981",453.5,453.5,453.5,453.5,2.31%
"Oct 08, 1981",443.25,443.25,443.25,443.25,-0.51%
"Oct 07, 1981",445.5,445.5,445.5,445.5,0.56%
"Oct 06, 1981",443,443,443,443,0.40%
"Oct 05, 1981",441.25,441.25,441.25,441.25,1.44%
"Oct 02, 1981",435,435,435,435,-0.40%
"Oct 01, 1981",436.75,436.75,436.75,436.75,1.87%
"Sep 30, 1981",428.75,428.75,428.75,428.75,-0.69%
"Sep 29, 1981",431.75,431.75,431.75,431.75,2.43%
"Sep 28, 1981",421.5,421.5,421.5,421.5,-6.44%
"Sep 25, 1981",450.5,450.5,450.5,450.5,0.95%
"Sep 24, 1981",446.25,446.25,446.25,446.25,-2.25%
"Sep 23, 1981",456.5,456.5,456.5,456.5,-1.19%
"Sep 22, 1981",462,462,462,462,-0.32%
"Sep 21, 1981",463.5,463.5,463.5,463.5,3.69%
"Sep 18, 1981",447,447,447,447,-2.61%
"Sep 17, 1981",459,459,459,459,2.23%
"Sep 16, 1981",449,449,449,449,-1.54%
"Sep 15, 1981",456,456,456,456,1.05%
"Sep 14, 1981",451.25,451.25,451.25,451.25,0.67%
"Sep 11, 1981",448.25,448.25,448.25,448.25,-0.72%
"Sep 10, 1981",451.5,451.5,451.5,451.5,3.38%
"Sep 09, 1981",436.75,436.75,436.75,436.75,-0.51%
"Sep 08, 1981",439,439,439,439,-0.11%
"Sep 07, 1981",439.5,439.5,439.5,439.5,0.00%
"Sep 04, 1981",439.5,439.5,439.5,439.5,0.69%
"Sep 03, 1981",436.5,436.5,436.5,436.5,1.51%
"Sep 02, 1981",430,430,430,430,2.02%
"Sep 01, 1981",421.5,421.5,421.5,421.5,-1.29%
"Aug 31, 1981",427,427,427,427,0.47%
"Aug 28, 1981",425,425,425,425,3.22%
"Aug 27, 1981",411.75,411.75,411.75,411.75,-0.54%
"Aug 26, 1981",414,414,414,414,1.04%
"Aug 25, 1981",409.75,409.75,409.75,409.75,-2.90%
"Aug 24, 1981",422,422,422,422,-1.75%
"Aug 21, 1981",429.5,429.5,429.5,429.5,0.12%
"Aug 20, 1981",429,429,429,429,-0.58%
"Aug 19, 1981",431.5,431.5,431.5,431.5,2.74%
"Aug 18, 1981",420,420,420,420,-4.87%
"Aug 17, 1981",441.5,441.5,441.5,441.5,6.90%
"Aug 14, 1981",413,413,413,413,1.41%
"Aug 13, 1981",407.25,407.25,407.25,407.25,-2.46%
"Aug 12, 1981",417.5,417.5,417.5,417.5,4.11%
"Aug 11, 1981",401,401,401,401,1.84%
"Aug 10, 1981",393.75,393.75,393.75,393.75,-0.88%
"Aug 07, 1981",397.25,397.25,397.25,397.25,1.02%
"Aug 06, 1981",393.25,393.25,393.25,393.25,0.22%
"Aug 05, 1981",392.4,392.4,392.4,392.4,0.29%
"Aug 04, 1981",391.25,391.25,391.25,391.25,-0.32%
"Aug 03, 1981",392.5,392.5,392.5,392.5,-3.33%
"Jul 31, 1981",406,406,406,406,0.93%
"Jul 30, 1981",402.25,402.25,402.25,402.25,-0.48%
"Jul 29, 1981",404.2,404.2,404.2,404.2,0.67%
"Jul 28, 1981",401.5,401.5,401.5,401.5,-1.77%
"Jul 27, 1981",408.75,408.75,408.75,408.75,0.31%
"Jul 24, 1981",407.5,407.5,407.5,407.5,-0.06%
"Jul 23, 1981",407.75,407.75,407.75,407.75,-0.91%
"Jul 22, 1981",411.5,411.5,411.5,411.5,1.35%
"Jul 21, 1981",406,406,406,406,-1.58%
"Jul 20, 1981",412.5,412.5,412.5,412.5,-0.60%
"Jul 17, 1981",415,415,415,415,-0.78%
"Jul 16, 1981",418.25,418.25,418.25,418.25,1.46%
"Jul 15, 1981",412.25,412.25,412.25,412.25,2.49%
"Jul 14, 1981",402.25,402.25,402.25,402.25,-2.60%
"Jul 13, 1981",413,413,413,413,-0.84%
"Jul 10, 1981",416.5,416.5,416.5,416.5,2.52%
"Jul 09, 1981",406.25,406.25,406.25,406.25,2.14%
"Jul 08, 1981",397.75,397.75,397.75,397.75,-1.79%
"Jul 07, 1981",405,405,405,405,0.31%
"Jul 06, 1981",403.75,403.75,403.75,403.75,-2.59%
"Jul 03, 1981",414.5,414.5,414.5,414.5,0.00%
"Jul 02, 1981",414.5,414.5,414.5,414.5,-1.78%
"Jul 01, 1981",422,422,422,422,-0.94%
"Jun 30, 1981",426,426,426,426,-0.64%
"Jun 29, 1981",428.75,428.75,428.75,428.75,-3.00%
"Jun 26, 1981",442,442,442,442,-1.01%
"Jun 25, 1981",446.5,446.5,446.5,446.5,-3.35%
"Jun 24, 1981",462,462,462,462,-0.96%
"Jun 23, 1981",466.5,466.5,466.5,466.5,0.97%
"Jun 22, 1981",462,462,462,462,0.82%
"Jun 19, 1981",458.25,458.25,458.25,458.25,-0.16%
"Jun 18, 1981",459,459,459,459,-0.60%
"Jun 17, 1981",461.75,461.75,461.75,461.75,0.05%
"Jun 16, 1981",461.5,461.5,461.5,461.5,-2.17%
"Jun 15, 1981",471.75,471.75,471.75,471.75,-0.05%
"Jun 12, 1981",472,472,472,472,1.67%
"Jun 11, 1981",464.25,464.25,464.25,464.25,-0.21%
