Date,Price,Open,High,Low,Change %
"Nov 12, 1999",291.3,293.75,291.3,291.3,-0.99%
"Nov 11, 1999",294.2,298.5,294.2,294.2,-1.37%
"Nov 10, 1999",298.3,292.25,298.3,298.3,1.98%
"Nov 09, 1999",292.5,290,292.5,292.5,0.95%
"Nov 08, 1999",289.75,290.25,289.75,289.75,-0.26%
"Nov 05, 1999",290.5,292.75,290.5,290.5,-0.68%
"Nov 04, 1999",292.5,291.75,292.5,292.5,0.34%
"Nov 03, 1999",291.5,291.5,291.5,291.5,0.17%
"Nov 02, 1999",291,290.05,291,291,0.17%
"Nov 01, 1999",290.5,297.5,290.5,290.5,-2.94%
"Oct 29, 1999",299.3,300,299.3,299.3,0.10%
"Oct 28, 1999",299,295,299,299,1.75%
"Oct 27, 1999",293.85,289.5,293.85,293.85,1.68%
"Oct 26, 1999",289,298.6,289,289,-3.18%
"Oct 25, 1999",298.5,301.8,298.5,298.5,-1.45%
"Oct 22, 1999",302.9,305.25,302.9,302.9,-0.53%
"Oct 21, 1999",304.5,306.5,304.5,304.5,-0.28%
"Oct 20, 1999",305.35,308,305.35,305.35,-1.02%
"Oct 19, 1999",308.5,310.75,308.5,308.5,-0.96%
"Oct 18, 1999",311.5,315.25,311.5,311.5,-1.24%
"Oct 15, 1999",315.4,313.75,315.4,315.4,0.61%
"Oct 14, 1999",313.5,322.25,313.5,313.5,-2.56%
"Oct 13, 1999",321.75,318,321.75,321.75,1.34%
"Oct 12, 1999",317.5,320,317.5,317.5,-0.47%
"Oct 11, 1999",319,320,319,319,-0.47%
"Oct 08, 1999",320.5,324.5,320.5,320.5,-0.87%
"Oct 07, 1999",323.3,326,323.3,323.3,-0.83%
"Oct 06, 1999",326,326.5,326,326,-0.46%
"Oct 05, 1999",327.5,320.5,327.5,327.5,2.83%
"Oct 04, 1999",318.5,305.5,318.5,318.5,4.32%
"Oct 01, 1999",305.3,299,305.3,305.3,1.94%
"Sep 30, 1999",299.5,302,299.5,299.5,-0.99%
"Sep 29, 1999",302.5,309,302.5,302.5,-2.12%
"Sep 28, 1999",309.05,283.05,309.05,309.05,9.35%
"Sep 27, 1999",282.62,272.88,282.62,282.62,5.16%
"Sep 24, 1999",268.75,265.95,268.75,268.75,0.94%
"Sep 23, 1999",266.25,264.1,266.25,266.25,0.76%
"Sep 22, 1999",264.25,260.65,264.25,264.25,1.38%
"Sep 21, 1999",260.65,254.95,260.65,260.65,2.22%
"Sep 20, 1999",255,255.05,255,255,-0.08%
"Sep 17, 1999",255.2,256.25,255.2,255.2,-0.33%
"Sep 16, 1999",256.05,256.85,256.05,256.05,-0.27%
"Sep 15, 1999",256.75,257.4,256.75,256.75,-0.25%
"Sep 14, 1999",257.4,256.7,257.4,257.4,0.37%
"Sep 13, 1999",256.45,256.4,256.45,256.45,-0.04%
"Sep 10, 1999",256.55,257.25,256.55,256.55,-0.27%
"Sep 09, 1999",257.25,256,257.25,257.25,0.43%
"Sep 08, 1999",256.15,255.85,256.15,256.15,0.08%
"Sep 07, 1999",255.95,254.75,255.95,255.95,0.49%
"Sep 06, 1999",254.7,254.4,254.7,254.7,0.18%
"Sep 03, 1999",254.25,255.3,254.25,254.25,-0.47%
"Sep 02, 1999",255.45,254.05,255.45,255.45,0.63%
"Sep 01, 1999",253.85,255.8,253.85,253.85,-0.67%
"Aug 31, 1999",255.55,254.25,255.55,255.55,0.63%
"Aug 30, 1999",253.95,253.55,253.95,253.95,0.08%
"Aug 27, 1999",253.75,252.85,253.75,253.75,0.40%
"Aug 26, 1999",252.75,252.35,252.75,252.75,0.08%
"Aug 25, 1999",252.55,253.25,252.55,252.55,-0.28%
"Aug 24, 1999",253.25,254.25,253.25,253.25,-0.39%
"Aug 23, 1999",254.25,257.85,254.25,254.25,-1.22%
"Aug 20, 1999",257.4,258.5,257.4,257.4,-0.43%
"Aug 19, 1999",258.5,259.6,258.5,258.5,-0.44%
"Aug 18, 1999",259.65,261.4,259.65,259.65,-0.73%
"Aug 17, 1999",261.55,259.95,261.55,261.55,0.58%
"Aug 16, 1999",260.05,260.45,260.05,260.05,-0.23%
"Aug 13, 1999",260.65,260.75,260.65,260.65,-0.04%
"Aug 12, 1999",260.75,259.4,260.75,260.75,0.70%
"Aug 11, 1999",258.95,257.7,258.95,258.95,0.54%
"Aug 10, 1999",257.55,257.35,257.55,257.55,0.12%
"Aug 09, 1999",257.25,256.15,257.25,257.25,0.39%
"Aug 06, 1999",256.25,255.35,256.25,256.25,0.20%
"Aug 05, 1999",255.75,256.25,255.75,255.75,-0.16%
"Aug 04, 1999",256.15,256.25,256.15,256.15,0.04%
"Aug 03, 1999",256.05,255.05,256.05,256.05,0.35%
"Aug 02, 1999",255.15,255.95,255.15,255.15,-0.31%
"Jul 30, 1999",255.95,256.65,255.95,255.95,-0.31%
"Jul 29, 1999",256.75,254.25,256.75,256.75,1.02%
"Jul 28, 1999",254.15,254.05,254.15,254.15,0.04%
"Jul 27, 1999",254.05,253.85,254.05,254.05,0.12%
"Jul 26, 1999",253.75,254.5,253.75,253.75,-0.39%
"Jul 23, 1999",254.75,255.35,254.75,254.75,-0.47%
"Jul 22, 1999",255.95,255.65,255.95,255.95,0.31%
"Jul 21, 1999",255.15,253.35,255.15,255.15,0.71%
"Jul 20, 1999",253.35,253.3,253.35,253.35,0.04%
"Jul 19, 1999",253.25,254,253.25,253.25,-0.20%
"Jul 16, 1999",253.75,254.05,253.75,253.75,-0.12%
"Jul 15, 1999",254.05,253.7,254.05,254.05,0.02%
"Jul 14, 1999",254,255.95,254,254,-0.72%
"Jul 13, 1999",255.85,255.55,255.85,255.85,0.08%
"Jul 12, 1999",255.65,257.15,255.65,255.65,-0.54%
"Jul 09, 1999",257.05,256.6,257.05,257.05,0.21%
"Jul 08, 1999",256.5,257.15,256.5,256.5,-0.25%
"Jul 07, 1999",257.15,257.15,257.15,257.15,-0.04%
"Jul 06, 1999",257.25,262.25,257.25,257.25,-1.85%
"Jul 05, 1999",262.1,263.2,262.1,262.1,-0.44%
"Jul 02, 1999",263.25,263.35,263.25,263.25,-0.08%
"Jul 01, 1999",263.45,262.5,263.45,263.45,0.36%
"Jun 30, 1999",262.5,260.75,262.5,262.5,0.67%
"Jun 29, 1999",260.75,260.55,260.75,260.75,0.08%
"Jun 28, 1999",260.55,259.5,260.55,260.55,0.35%
"Jun 25, 1999",259.65,260.9,259.65,259.65,-0.50%
"Jun 24, 1999",260.95,260.75,260.95,260.95,0.12%
"Jun 23, 1999",260.65,258.15,260.65,260.65,0.89%
"Jun 22, 1999",258.35,258.95,258.35,258.35,-0.25%
"Jun 21, 1999",259,259.1,259,259,-0.21%
"Jun 18, 1999",259.55,258.35,259.55,259.55,0.43%
"Jun 17, 1999",258.45,258.5,258.45,258.45,0.02%
"Jun 16, 1999",258.4,258.9,258.4,258.4,-0.29%
"Jun 15, 1999",259.15,260.5,259.15,259.15,-0.52%
"Jun 14, 1999",260.5,260.15,260.5,260.5,-0.06%
"Jun 11, 1999",260.65,258.05,260.65,260.65,0.85%
"Jun 10, 1999",258.45,259.2,258.45,258.45,-0.35%
"Jun 09, 1999",259.35,262.25,259.35,259.35,-1.11%
"Jun 08, 1999",262.25,265.45,262.25,262.25,-1.28%
"Jun 07, 1999",265.65,265.45,265.65,265.65,0.11%
"Jun 04, 1999",265.35,266.15,265.35,265.35,-0.15%
"Jun 03, 1999",265.75,265.25,265.75,265.75,0.13%
"Jun 02, 1999",265.4,267.7,265.4,265.4,-0.84%
"Jun 01, 1999",267.65,270.05,267.65,267.65,-1.00%
"May 31, 1999",270.35,270.2,270.35,270.35,0.04%
"May 28, 1999",270.25,270.45,270.25,270.25,-0.09%
"May 27, 1999",270.5,269.1,270.5,270.5,0.50%
"May 26, 1999",269.15,270.6,269.15,269.15,-0.52%
"May 25, 1999",270.55,272.95,270.55,270.55,-0.70%
"May 24, 1999",272.45,273.05,272.45,272.45,-0.20%
"May 21, 1999",273,274.45,273,273,-0.53%
"May 20, 1999",274.45,273.25,274.45,274.45,0.48%
"May 19, 1999",273.15,273.85,273.15,273.15,-0.33%
"May 18, 1999",274.05,275.65,274.05,274.05,-0.15%
"May 17, 1999",274.45,275.9,274.45,274.45,-0.54%
"May 14, 1999",275.95,277.65,275.95,275.95,-0.65%
"May 13, 1999",277.75,277.15,277.75,277.75,0.25%
"May 12, 1999",277.05,278.05,277.05,277.05,-0.43%
"May 11, 1999",278.25,278.25,278.25,278.25,0.07%
"May 10, 1999",278.05,282.35,278.05,278.05,-1.66%
"May 07, 1999",282.75,289.05,282.75,282.75,-2.28%
"May 06, 1999",289.35,287.05,289.35,289.35,0.70%
"May 05, 1999",287.35,285.75,287.35,287.35,0.63%
"May 04, 1999",285.55,286.45,285.55,285.55,-0.28%
"May 03, 1999",286.35,286.25,286.35,286.35,-0.10%
"Apr 30, 1999",286.65,285.75,286.65,286.65,0.21%
"Apr 29, 1999",286.05,282.9,286.05,286.05,1.17%
"Apr 28, 1999",282.75,281.95,282.75,282.75,0.27%
"Apr 27, 1999",282,281.15,282,282,0.27%
"Apr 26, 1999",281.25,283.45,281.25,281.25,-0.81%
"Apr 23, 1999",283.55,283.55,283.55,283.55,0.00%
"Apr 22, 1999",283.55,283.75,283.55,283.55,-0.11%
"Apr 21, 1999",283.85,284.35,283.85,283.85,-0.18%
"Apr 20, 1999",284.35,284.55,284.35,284.35,-0.07%
"Apr 19, 1999",284.55,283.25,284.55,284.55,0.25%
"Apr 16, 1999",283.85,283.95,283.85,283.85,-0.05%
"Apr 15, 1999",284,282.25,284,284,0.91%
"Apr 14, 1999",281.45,283.55,281.45,281.45,-0.67%
"Apr 13, 1999",283.35,282.5,283.35,283.35,0.18%
"Apr 12, 1999",282.85,281.55,282.85,282.85,0.46%
"Apr 09, 1999",281.55,280.55,281.55,281.55,0.32%
"Apr 08, 1999",280.65,280.25,280.65,280.65,0.11%
"Apr 07, 1999",280.35,280.05,280.35,280.35,0.13%
"Apr 06, 1999",280,278.35,280,280,0.56%
"Apr 05, 1999",278.45,279.3,278.45,278.45,-0.29%
"Apr 02, 1999",279.25,279.75,279.25,279.25,-0.43%
"Apr 01, 1999",280.45,280.1,280.45,280.45,0.14%
"Mar 31, 1999",280.05,279.25,280.05,280.05,0.29%
"Mar 30, 1999",279.25,280.25,279.25,279.25,-0.39%
"Mar 29, 1999",280.35,279.9,280.35,280.35,0.21%
"Mar 26, 1999",279.75,283.25,279.75,279.75,-1.31%
"Mar 25, 1999",283.45,283.85,283.45,283.45,-0.21%
"Mar 24, 1999",284.05,284.55,284.05,284.05,-0.18%
"Mar 23, 1999",284.55,284.65,284.55,284.55,0.04%
"Mar 22, 1999",284.45,284.45,284.45,284.45,0.07%
"Mar 19, 1999",284.25,283.1,284.25,284.25,0.35%
"Mar 18, 1999",283.25,284.1,283.25,283.25,-0.25%
"Mar 17, 1999",283.95,284.05,283.95,283.95,0.11%
"Mar 16, 1999",283.65,286.95,283.65,283.65,-1.13%
"Mar 15, 1999",286.9,292.7,286.9,286.9,-1.86%
"Mar 12, 1999",292.35,294.45,292.35,292.35,-0.61%
"Mar 11, 1999",294.15,292.75,294.15,294.15,0.38%
"Mar 10, 1999",293.05,292,293.05,293.05,0.38%
"Mar 09, 1999",291.95,291.45,291.95,291.95,0.24%
"Mar 08, 1999",291.25,288.1,291.25,291.25,1.08%
"Mar 05, 1999",288.15,288.35,288.15,288.15,0.07%
"Mar 04, 1999",287.95,286.55,287.95,287.95,0.31%
"Mar 03, 1999",287.05,286.85,287.05,287.05,0.03%
"Mar 02, 1999",286.95,286.45,286.95,286.95,0.16%
"Mar 01, 1999",286.5,286.9,286.5,286.5,-0.10%
"Feb 26, 1999",286.8,287.8,286.8,286.8,-0.33%
"Feb 25, 1999",287.75,287.75,287.75,287.75,0.00%
"Feb 24, 1999",287.75,287.35,287.75,287.75,0.17%
"Feb 23, 1999",287.25,287.05,287.25,287.25,0.03%
"Feb 22, 1999",287.15,287.6,287.15,287.15,-0.38%
"Feb 19, 1999",288.25,286.35,288.25,288.25,0.87%
"Feb 18, 1999",285.75,285.05,285.75,285.75,0.32%
"Feb 17, 1999",284.85,284.35,284.85,284.85,-0.21%
"Feb 16, 1999",285.45,288.85,285.45,285.45,-1.40%
"Feb 15, 1999",289.5,289.4,289.5,289.5,-0.02%
"Feb 12, 1999",289.55,287.65,289.55,289.55,0.63%
"Feb 11, 1999",287.75,287.1,287.75,287.75,0.17%
"Feb 10, 1999",287.25,287.5,287.25,287.25,-0.14%
"Feb 09, 1999",287.65,289.05,287.65,287.65,-0.64%
"Feb 08, 1999",289.5,288.75,289.5,289.5,0.33%
"Feb 05, 1999",288.55,289.55,288.55,288.55,-0.31%
"Feb 04, 1999",289.45,287.5,289.45,289.45,0.66%
"Feb 03, 1999",287.55,288.45,287.55,287.55,-0.38%
"Feb 02, 1999",288.65,288.65,288.65,288.65,-0.03%
"Feb 01, 1999",288.75,286.65,288.75,288.75,0.84%
"Jan 29, 1999",286.35,284.35,286.35,286.35,0.77%
"Jan 28, 1999",284.15,283.3,284.15,284.15,0.28%
"Jan 27, 1999",283.35,286.05,283.35,283.35,-0.98%
"Jan 26, 1999",286.15,287.75,286.15,286.15,-0.59%
"Jan 25, 1999",287.85,286.45,287.85,287.85,0.45%
"Jan 22, 1999",286.55,287.6,286.55,286.55,-0.42%
"Jan 21, 1999",287.75,287.15,287.75,287.75,0.17%
"Jan 20, 1999",287.25,286.65,287.25,287.25,0.24%
"Jan 19, 1999",286.55,287.05,286.55,286.55,-0.14%
"Jan 18, 1999",286.95,286.65,286.95,286.95,-0.03%
"Jan 15, 1999",287.05,286.55,287.05,287.05,0.07%
"Jan 14, 1999",286.85,286.25,286.85,286.85,-0.03%
"Jan 13, 1999",286.95,288.85,286.95,286.95,-0.55%
"Jan 12, 1999",288.55,292.9,288.55,288.55,-1.49%
"Jan 11, 1999",292.9,291.5,292.9,292.9,0.57%
"Jan 08, 1999",291.25,291.05,291.25,291.25,-0.10%
"Jan 07, 1999",291.55,288.25,291.55,291.55,1.32%
"Jan 06, 1999",287.75,287,287.75,287.75,0.28%
"Jan 05, 1999",286.95,287.65,286.95,286.95,-0.14%
"Jan 04, 1999",287.35,288.55,287.35,287.35,-0.31%
"Dec 31, 1998",288.25,287.25,288.25,288.25,0.38%
"Dec 30, 1998",287.15,286.25,287.15,287.15,0.31%
"Dec 29, 1998",286.25,286.65,286.25,286.25,-0.17%
"Dec 28, 1998",286.75,286.35,286.75,286.75,0.00%
"Dec 25, 1998",286.75,286.25,286.75,286.75,0.14%
"Dec 24, 1998",286.35,286.95,286.35,286.35,-0.14%
"Dec 23, 1998",286.75,288.25,286.75,286.75,-0.47%
"Dec 22, 1998",288.1,288.85,288.1,288.1,-0.29%
"Dec 21, 1998",288.95,289.65,288.95,288.95,-0.10%
"Dec 18, 1998",289.25,291.8,289.25,289.25,-0.86%
"Dec 17, 1998",291.75,295.75,291.75,291.75,-1.12%
"Dec 16, 1998",295.05,292.85,295.05,295.05,0.79%
"Dec 15, 1998",292.75,291.35,292.75,292.75,0.48%
"Dec 14, 1998",291.35,291.15,291.35,291.35,0.17%
"Dec 11, 1998",290.85,294.7,290.85,290.85,-1.16%
"Dec 10, 1998",294.25,294.15,294.25,294.25,0.07%
"Dec 09, 1998",294.05,293.9,294.05,294.05,0.14%
"Dec 08, 1998",293.65,294.85,293.65,293.65,-0.51%
"Dec 07, 1998",295.15,292.15,295.15,295.15,0.91%
"Dec 04, 1998",292.5,292.05,292.5,292.5,0.22%
"Dec 03, 1998",291.85,293.25,291.85,291.85,-0.41%
"Dec 02, 1998",293.05,293.75,293.05,293.05,-0.24%
"Dec 01, 1998",293.75,293.15,293.75,293.75,0.27%
"Nov 30, 1998",292.95,296.1,292.95,292.95,-0.98%
"Nov 27, 1998",295.85,296.15,295.85,295.85,-0.24%
"Nov 26, 1998",296.55,296.4,296.55,296.55,-0.02%
"Nov 25, 1998",296.6,296.3,296.6,296.6,0.14%
"Nov 24, 1998",296.2,296.65,296.2,296.2,-0.17%
"Nov 23, 1998",296.7,296,296.7,296.7,0.22%
"Nov 20, 1998",296.05,295.85,296.05,296.05,0.10%
"Nov 19, 1998",295.75,296.8,295.75,295.75,-0.50%
"Nov 18, 1998",297.25,294.05,297.25,297.25,0.92%
"Nov 17, 1998",294.55,294.8,294.55,294.55,-0.14%
"Nov 16, 1998",294.95,295.75,294.95,294.95,-0.30%
"Nov 13, 1998",295.85,296.75,295.85,295.85,-0.30%
"Nov 12, 1998",296.75,293.4,296.75,296.75,1.30%
"Nov 11, 1998",292.95,293.35,292.95,292.95,-0.10%
"Nov 10, 1998",293.25,292.75,293.25,293.25,0.17%
"Nov 09, 1998",292.75,292.85,292.75,292.75,-0.10%
"Nov 06, 1998",293.05,293.65,293.05,293.05,-0.31%
"Nov 05, 1998",293.95,290.85,293.95,293.95,1.10%
"Nov 04, 1998",290.75,288.95,290.75,290.75,0.55%
"Nov 03, 1998",289.15,290,289.15,289.15,-0.38%
"Nov 02, 1998",290.25,292.75,290.25,290.25,-0.79%
"Oct 30, 1998",292.55,293.65,292.55,292.55,-0.37%
"Oct 29, 1998",293.65,293.2,293.65,293.65,0.20%
"Oct 28, 1998",293.05,293.7,293.05,293.05,-0.20%
"Oct 27, 1998",293.65,292.15,293.65,293.65,0.39%
"Oct 26, 1998",292.5,292.8,292.5,292.5,-0.15%
"Oct 23, 1998",292.95,292.35,292.95,292.95,0.14%
"Oct 22, 1998",292.55,295.35,292.55,292.55,-0.91%
"Oct 21, 1998",295.25,296.6,295.25,295.25,-0.34%
"Oct 20, 1998",296.25,295.95,296.25,296.25,0.03%
"Oct 19, 1998",296.15,299.95,296.15,296.15,-1.27%
"Oct 16, 1998",299.95,300,299.95,299.95,0.15%
"Oct 15, 1998",299.5,296.1,299.5,299.5,1.13%
"Oct 14, 1998",296.15,296.7,296.15,296.15,-0.13%
"Oct 13, 1998",296.55,296.35,296.55,296.55,0.10%
"Oct 12, 1998",296.25,296.7,296.25,296.25,-0.17%
"Oct 09, 1998",296.75,301.55,296.75,296.75,-0.97%
"Oct 08, 1998",299.65,301.3,299.65,299.65,-0.63%
"Oct 07, 1998",301.55,296.8,301.55,301.55,1.79%
"Oct 06, 1998",296.25,296.25,296.25,296.25,-0.13%
"Oct 05, 1998",296.65,300.35,296.65,296.65,-1.30%
"Oct 02, 1998",300.55,300.2,300.55,300.55,0.23%
"Oct 01, 1998",299.85,296.55,299.85,299.85,0.98%
"Sep 30, 1998",296.95,294.95,296.95,296.95,0.75%
"Sep 29, 1998",294.75,296.15,294.75,294.75,-0.34%
"Sep 28, 1998",295.75,294.25,295.75,295.75,0.54%
"Sep 25, 1998",294.15,293.95,294.15,294.15,0.00%
"Sep 24, 1998",294.15,289.75,294.15,294.15,1.52%
"Sep 23, 1998",289.75,287.75,289.75,289.75,0.66%
"Sep 22, 1998",287.85,288.75,287.85,287.85,-0.38%
"Sep 21, 1998",288.95,290.65,288.95,288.95,-0.86%
"Sep 18, 1998",291.45,291.5,291.45,291.45,0.00%
"Sep 17, 1998",291.45,287.9,291.45,291.45,1.25%
"Sep 16, 1998",287.85,289.45,287.85,287.85,-0.72%
"Sep 15, 1998",289.95,290.05,289.95,289.95,-0.14%
"Sep 14, 1998",290.35,292.7,290.35,290.35,-1.16%
"Sep 11, 1998",293.75,290.75,293.75,293.75,1.14%
"Sep 10, 1998",290.45,284.25,290.45,290.45,2.18%
"Sep 09, 1998",284.25,286.1,284.25,284.25,-0.63%
"Sep 08, 1998",286.05,288.25,286.05,286.05,-0.83%
"Sep 07, 1998",288.45,287.05,288.45,288.45,0.56%
"Sep 04, 1998",286.85,285.2,286.85,286.85,0.67%
"Sep 03, 1998",284.95,280.1,284.95,284.95,1.71%
"Sep 02, 1998",280.15,278.8,280.15,280.15,0.47%
"Sep 01, 1998",278.85,277.35,278.85,278.85,0.80%
"Aug 31, 1998",276.65,274.15,276.65,276.65,0.84%
"Aug 28, 1998",274.35,277.05,274.35,274.35,-0.80%
"Aug 27, 1998",276.55,281.85,276.55,276.55,-2.02%
"Aug 26, 1998",282.25,283.25,282.25,282.25,-0.28%
"Aug 25, 1998",283.05,284.65,283.05,283.05,-0.56%
"Aug 24, 1998",284.65,284.25,284.65,284.65,-0.05%
"Aug 21, 1998",284.8,284.75,284.8,284.8,-0.12%
"Aug 20, 1998",285.15,283.55,285.15,285.15,0.64%
"Aug 19, 1998",283.35,285.25,283.35,283.35,-0.56%
"Aug 18, 1998",284.95,285,284.95,284.95,-0.04%
"Aug 17, 1998",285.05,283.8,285.05,285.05,0.35%
"Aug 14, 1998",284.05,285.65,284.05,284.05,-0.46%
"Aug 13, 1998",285.35,283,285.35,285.35,0.92%
"Aug 12, 1998",282.75,284.05,282.75,282.75,-0.42%
"Aug 11, 1998",283.95,286.85,283.95,283.95,-1.22%
"Aug 10, 1998",287.45,286.85,287.45,287.45,0.28%
"Aug 07, 1998",286.65,287.55,286.65,286.65,-0.24%
"Aug 06, 1998",287.35,287.75,287.35,287.35,-0.21%
"Aug 05, 1998",287.95,288.55,287.95,287.95,-0.35%
"Aug 04, 1998",288.95,283.5,288.95,288.95,1.79%
"Aug 03, 1998",283.88,286.62,283.88,283.88,-0.90%
"Jul 31, 1998",286.45,288.75,286.45,286.45,-1.05%
"Jul 30, 1998",289.5,290.3,289.5,289.5,-0.19%
"Jul 29, 1998",290.05,291.65,290.05,290.05,-0.58%
"Jul 28, 1998",291.75,289.75,291.75,291.75,0.48%
"Jul 27, 1998",290.35,291.5,290.35,290.35,-0.38%
"Jul 24, 1998",291.45,293.75,291.45,291.45,-0.66%
"Jul 23, 1998",293.4,294.25,293.4,293.4,-0.25%
"Jul 22, 1998",294.15,295.05,294.15,294.15,-0.24%
"Jul 21, 1998",294.85,295.85,294.85,294.85,-0.44%
"Jul 20, 1998",296.15,294.5,296.15,296.15,0.56%
"Jul 17, 1998",294.5,293.4,294.5,294.5,0.36%
"Jul 16, 1998",293.45,293.65,293.45,293.45,-0.10%
"Jul 15, 1998",293.75,293.45,293.75,293.75,0.20%
"Jul 14, 1998",293.15,291.85,293.15,293.15,0.51%
"Jul 13, 1998",291.65,289.85,291.65,291.65,0.28%
"Jul 10, 1998",290.85,291.25,290.85,290.85,-0.29%
"Jul 09, 1998",291.7,293.35,291.7,291.7,-0.53%
"Jul 08, 1998",293.25,295.15,293.25,293.25,-0.61%
"Jul 07, 1998",295.05,293.35,295.05,295.05,0.61%
"Jul 06, 1998",293.25,294.1,293.25,293.25,-0.51%
"Jul 03, 1998",294.75,293.95,294.75,294.75,0.31%
"Jul 02, 1998",293.85,296.35,293.85,293.85,-0.88%
"Jul 01, 1998",296.45,296.95,296.45,296.45,-0.17%
"Jun 30, 1998",296.95,293.45,296.95,296.95,1.12%
"Jun 29, 1998",293.65,293.15,293.65,293.65,-0.07%
"Jun 26, 1998",293.85,293.65,293.85,293.85,-0.02%
"Jun 25, 1998",293.9,292.45,293.9,293.9,0.36%
"Jun 24, 1998",292.85,294.8,292.85,292.85,-0.75%
"Jun 23, 1998",295.05,295.65,295.05,295.05,-0.14%
"Jun 22, 1998",295.45,297,295.45,295.45,-1.10%
"Jun 19, 1998",298.75,293.15,298.75,298.75,1.88%
"Jun 18, 1998",293.25,293.65,293.25,293.25,-0.07%
"Jun 17, 1998",293.45,288.8,293.45,293.45,1.66%
"Jun 16, 1998",288.65,284.55,288.65,288.65,1.33%
"Jun 15, 1998",284.85,285.55,284.85,284.85,-0.40%
"Jun 12, 1998",286,286.6,286,286,-0.30%
"Jun 11, 1998",286.85,292.85,286.85,286.85,-2.18%
"Jun 10, 1998",293.25,293.5,293.25,293.25,-0.14%
"Jun 09, 1998",293.65,295.35,293.65,293.65,-0.88%
"Jun 08, 1998",296.25,291.7,296.25,296.25,1.58%
"Jun 05, 1998",291.65,293.5,291.65,291.65,-0.70%
"Jun 04, 1998",293.7,292.95,293.7,293.7,0.19%
"Jun 03, 1998",293.15,291.35,293.15,293.15,0.60%
"Jun 02, 1998",291.4,288.2,291.4,291.4,1.02%
"Jun 01, 1998",288.45,293.1,288.45,288.45,-1.54%
"May 29, 1998",292.95,293,292.95,292.95,-0.05%
"May 28, 1998",293.1,294,293.1,293.1,-0.26%
"May 27, 1998",293.85,295.1,293.85,293.85,-0.58%
"May 26, 1998",295.55,299.55,295.55,295.55,-1.40%
"May 25, 1998",299.75,299.6,299.75,299.75,-0.03%
"May 22, 1998",299.85,301.75,299.85,299.85,-0.43%
"May 21, 1998",301.15,299.45,301.15,301.15,0.50%
"May 20, 1998",299.65,298.55,299.65,299.65,0.33%
"May 19, 1998",298.65,299.25,298.65,298.65,-0.30%
"May 18, 1998",299.55,301,299.55,299.55,-0.56%
"May 15, 1998",301.25,298.9,301.25,301.25,0.70%
