,predicted_volatility,actual_volatility
0,1.0509048700332642,0.9405027033973292
1,1.0568188428878784,0.8711008040668046
2,1.0588387250900269,0.8708860959702249
3,1.0552862882614136,0.8708592609027737
4,1.0461013317108154,0.9153661938548259
5,1.033814787864685,0.91471112641703
6,1.0214380025863647,0.9087567239843352
7,1.011189579963684,0.9244408194423094
8,1.0047011375427246,0.9282280721823903
9,1.0026921033859253,0.9029651274476724
10,1.0042129755020142,0.9090908484604238
11,1.0079095363616943,0.9066311113478804
12,1.0124095678329468,0.9070327649331883
13,1.0166559219360352,0.8976761486217032
14,1.0197453498840332,0.8950611114236368
15,1.0211409330368042,0.8928936840936843
16,1.0207154750823975,0.8541679923655345
17,1.0176774263381958,0.859533608977691
18,1.011863350868225,0.8576942448065312
19,1.0037840604782104,0.8371890581354453
20,0.9938854575157166,0.8371203316533112
21,0.9829073548316956,0.8230290751360658
22,0.971453070640564,0.8232929416805069
23,0.9602459073066711,0.8236329296619889
24,0.9500797986984253,0.8227490636125073
25,0.9416323304176331,0.8188023839579768
26,0.9352515339851379,0.8302202584174554
27,0.9313338398933411,0.7739755118792829
28,0.9284986257553101,0.7876641114349402
29,0.9256928563117981,0.7876015259986067
30,0.9224573373794556,0.7739858558592493
31,0.9184826016426086,0.7722787856901667
32,0.9137900471687317,0.7724502060374238
33,0.9087314009666443,0.778527905682165
34,0.9039921164512634,0.8386903213415285
35,0.9018240571022034,0.839875108171583
36,0.903958797454834,0.8404232397371261
37,0.9108330607414246,0.8378734607475281
38,0.9215677380561829,0.828518090091687
39,0.9342498779296875,0.8287984545946053
40,0.9468157291412354,0.8058722869465137
41,0.9569758176803589,0.8010199530815284
42,0.9630849361419678,0.8202781176478071
43,0.965104877948761,0.8177577261227712
44,0.9638164639472961,0.8193501478697632
45,0.9603874683380127,0.817873189118427
46,0.9559454321861267,0.8215645209456185
47,0.951505720615387,0.7965165661191072
48,0.9471089839935303,0.8017517997169229
49,0.9427328109741211,0.8015387999440113
50,0.938449501991272,0.8011618283265999
51,0.9344242811203003,0.8014113589448175
52,0.9308751821517944,0.8133833942676907
53,0.928321123123169,0.8407501277798295
54,0.9278770089149475,0.7784079135117339
55,0.9285351634025574,0.7926118354846374
56,0.9292657971382141,0.7834622979744641
57,0.9291530251502991,0.7554830524947831
58,0.9270113110542297,0.7429133060185162
59,0.9219721555709839,0.747881876122774
60,0.9141849875450134,0.7373860750949731
61,0.9042962193489075,0.7264210270344763
62,0.8930806517601013,0.7269880609939972
63,0.8815400004386902,0.7153374576450535
64,0.8704288601875305,0.7185994506406903
65,0.8605021834373474,0.6901624235775139
66,0.8516486287117004,0.6951512699395482
67,0.8438072204589844,0.6916112064012688
68,0.8369902968406677,0.6891742788275594
69,0.8312620520591736,0.6676341498430016
70,0.8261802792549133,0.6568287770652479
71,0.8211239576339722,0.6562693336539327
72,0.8157966732978821,0.657159300182551
73,0.8103362321853638,0.6755346852644977
74,0.8056286573410034,0.6754455985235446
75,0.8025338053703308,0.6762038298413076
76,0.8015393614768982,0.6647644149953431
77,0.8023655414581299,0.6461057402718257
78,0.803916871547699,0.6338822073199114
79,0.8048352599143982,0.6245804716496867
80,0.804008424282074,0.6270180550202236
81,0.8011042475700378,0.6300440935236908
82,0.7965501546859741,0.6260101848426528
83,0.7910581827163696,0.6196361791777386
84,0.7852608561515808,0.5353908035091155
85,0.7775669693946838,0.5340419610503132
86,0.7666805982589722,0.5394461051809477
87,0.7526736855506897,0.5389916868675617
88,0.7367226481437683,0.5434350914761827
89,0.7206668853759766,0.543550860067254
90,0.7063307762145996,0.5465033900296223
91,0.6951563954353333,0.5411644828239569
92,0.6877893805503845,0.5134925335852052
93,0.6835089325904846,0.5139422778378919
94,0.681255578994751,0.5120041549794918
95,0.680083692073822,0.5129723016261766
96,0.6794018149375916,0.5069354382504695
97,0.6787899732589722,0.5080369064970185
98,0.6780999302864075,0.5040252098589559
99,0.6772759556770325,0.5062150650270785
100,0.6764264702796936,0.5395136116401101
101,0.6765593886375427,0.5391590014156552
102,0.6785025000572205,0.5171586684208386
103,0.6819345951080322,0.4805027404300259
104,0.685126006603241,0.5082030272159155
105,0.6871957778930664,0.4913009278592326
106,0.6875090599060059,0.49149916927958376
