,predicted_returns,actual_returns
0,-0.1601339727640152,-0.25511826800118664
1,-0.1698036789894104,1.155136383363597
2,-0.1783706396818161,-1.2742516069777283
3,-0.18282288312911987,0.1508916977112746
4,-0.18377570807933807,-0.21469548757859755
5,-0.19066721200942993,0.2916459688159014
6,-0.19536173343658447,0.8608932813318981
7,-0.19603390991687775,-0.6353496034933065
8,-0.19467748701572418,-0.7965507865512418
9,-0.19130101799964905,-2.8204456321389126
10,-0.1900852769613266,-3.515131487191004
11,-0.1886720210313797,-3.820410313342859
12,-0.19197246432304382,-0.4365593151063109
13,-0.2072092592716217,4.239436791820639
14,-0.22060289978981018,2.451707085918021
15,-0.23174627125263214,0.3243466389309945
16,-0.23833510279655457,-1.0730452805232544
17,-0.24092714488506317,-2.939587164658574
18,-0.24212084710597992,2.456372373174776
19,-0.24533319473266602,-0.34694840966467083
20,-0.2368607372045517,-1.0474295552973525
21,-0.23408181965351105,2.73297272651365
22,-0.23601874709129333,-1.1513132770777805
23,-0.22594046592712402,0.8350670929310857
24,-0.22168505191802979,0.5439633880635951
25,-0.2149839699268341,-0.3438181160257739
26,-0.21012672781944275,1.1394713149712747
27,-0.20718082785606384,0.5908876803680123
28,-0.19710682332515717,0.0963331882783304
29,-0.18660150468349457,-1.3633202697519557
30,-0.16852045059204102,0.03563565454987028
31,-0.15000098943710327,-1.4957698274624676
32,-0.1335342526435852,-0.0836706978781025
33,-0.13466686010360718,-0.3842047555928093
34,-0.15673261880874634,-1.0134160499713392
35,-0.17048509418964386,-3.0412842206337323
36,-0.1760258674621582,-0.5865001251994406
37,-0.17758621275424957,2.276578502447868
38,-0.17267994582653046,0.14977666934365988
39,-0.19165414571762085,1.744074138325291
40,-0.19606588780879974,1.5608202667873887
41,-0.19525159895420074,-0.6881011409158975
42,-0.20843848586082458,0.9011540876129981
43,-0.20159102976322174,0.40992532902803774
44,-0.20184043049812317,0.40908407642938893
45,-0.19896061718463898,0.169133058198545
46,-0.19112266600131989,-0.8686381464619085
47,-0.18962769210338593,-0.28686437698718403
48,-0.18580572307109833,1.8242261039392413
49,-0.18003544211387634,0.340646858712668
50,-0.16836413741111755,0.38431482714775805
51,-0.16360920667648315,-0.4994424372424816
52,-0.15286587178707123,-0.836925779109676
53,-0.1498112678527832,1.6513988510173934
54,-0.1461605280637741,2.2725391496316574
55,-0.13984881341457367,0.056446961507905964
56,-0.12504829466342926,-0.09037862879142143
57,-0.12170663475990295,1.3029440528987242
58,-0.13002347946166992,-0.4203536959275116
