,predicted_returns,actual_returns
0,-4.896753311157227,-1.6623941583158492
1,-4.9959259033203125,0.25041472470177567
2,-5.7065749168396,-0.6280189430055151
3,-6.023613452911377,0.614542859408451
4,-5.965167045593262,-1.036371517515855
5,-6.030352592468262,0.03981842796847434
6,-6.184427261352539,-0.5930584301862768
7,-6.480027675628662,-0.6406406406406437
8,-6.6712846755981445,-0.976828531130358
9,-6.636136054992676,0.3556807175471686
10,-6.709048271179199,0.17842660178426464
11,-6.954801082611084,-0.9674546632124419
12,-7.1465229988098145,0.17984876353975843
13,-6.94207763671875,-0.7344240891101192
14,-7.375833988189697,-0.11508898845000724
15,-7.4751811027526855,0.6501790049792339
16,-7.80732536315918,-0.4824400016353979
17,-7.972903728485107,0.457664023663762
18,-8.202446937561035,-0.25437175900933123
19,-8.017870903015137,-0.2919205254569456
20,-7.862459659576416,-0.5518319009827689
21,-7.011736869812012,0.3646918725811244
22,-7.030154228210449,-0.01235941169200857
23,-6.648103713989258,-1.8376596621343162
24,-6.869688510894775,1.338985896574885
25,-6.385096073150635,0.15325353104418368
26,-6.386490821838379,1.050454921422661
27,-6.044703006744385,0.20054023082589612
28,-5.617337226867676,-0.05473185475636292
29,-4.999121189117432,1.1173047373067124
30,-4.878859043121338,-0.35565614517237826
31,-4.592961311340332,0.6749138105860865
32,-3.7646644115448,-0.15873399566502797
33,-3.44315242767334,-0.07344040029052518
34,-2.748770236968994,0.6792172445262649
35,-2.3661978244781494,0.21658912241295777
36,-2.3241353034973145,-0.6619707035940059
37,-1.837975025177002,-0.7155346768410009
38,-1.8749830722808838,-0.05599967536420407
39,-1.7127165794372559,-0.49209880954313995
40,-1.6764637231826782,0.244818018606163
41,-1.644742488861084,-1.35135135135136
42,-2.1350855827331543,-1.0645321010067545
43,-2.5848770141601562,-2.041871715739429
44,-2.4696695804595947,-0.7722961121234496
45,-3.93837571144104,0.25314283262538556
46,-4.941895008087158,-2.302490798596235
47,-6.410659313201904,-0.017522340984754182
48,-7.517185688018799,3.106379249912372
49,-8.349433898925781,-2.2139123783623154
50,-9.50644588470459,1.234138710238142
51,-9.77200984954834,-0.3331043956043891
52,-10.271591186523438,0.08958412293698112
53,-10.191823959350586,2.2625563702709073
54,-9.901568412780762,-0.143067536292873
55,-9.699969291687012,0.9270574354220298
56,-9.063627243041992,-1.1899294392718422
57,-7.958146095275879,0.8831234682667114
58,-6.823675155639648,0.6408376963350954
59,-5.981550693511963,-0.33294489761944707
60,-4.989128112792969,0.3165191247703316
61,-4.386017322540283,-0.27389505407137144
62,-3.19600510597229,-0.5133984472827539
63,-2.3283181190490723,-2.047409272078882
64,-1.329040288925171,3.7306720349509677
65,-1.028095006942749,-0.9819142786357314
66,-1.2194103002548218,0.8865647492514841
67,-0.3216286599636078,-0.3191032042591304
68,-0.46239906549453735,-1.1386820149612675
69,-1.9147217273712158,0.9353634495197444
70,-1.0217623710632324,2.2980385638297744
71,-1.5851342678070068,-0.3331031401064278
72,-1.3445523977279663,0.09781944161402245
73,-1.2277182340621948,-0.4356854920803062
74,-1.9852521419525146,-2.4537870112874223
75,-1.7547792196273804,0.3354016434680581
76,-2.134969711303711,-0.6602039110813809
77,-1.7649462223052979,0.8160174981071796
78,-2.4244117736816406,-0.20443925233645233
79,-2.998415470123291,-1.7475646975208095
80,-3.2306313514709473,0.0536147397983244
81,-3.82491135597229,-0.15990745781165866
82,-4.199756622314453,1.8401772022491159
83,-4.416925430297852,-1.028944286431332
84,-3.943953275680542,1.4487363705519396
85,-5.815798282623291,-1.3572285542891356
86,-5.43729305267334,-0.16723679209426082
87,-5.832298278808594,0.6099985617232353
88,-5.623960494995117,1.2840781042398937
89,-4.995112419128418,1.22462534766905
90,-5.13803243637085,-0.6889763779527657
91,-5.693270683288574,-0.15031384208786852
92,-4.992672443389893,1.1927409882711129
93,-4.45654821395874,0.8370116069968956
94,-3.652303695678711,-0.2237281540806043
95,-2.030684471130371,-0.07555569998700674
96,-1.7281124591827393,2.5765275011179427
97,-0.9510575532913208,1.4790272978028491
98,-0.7195388674736023,-0.25150355385457107
99,0.04060963913798332,1.3201992044351352
100,1.4774203300476074,-0.03864166808352802
101,2.081983804702759,0.6409265215239882
102,2.7508609294891357,-0.5515736750324568
103,2.4936628341674805,-1.0281565022594696
104,3.3287572860717773,0.8671287190534116
105,2.9077823162078857,-0.5609935389019989
106,3.5248947143554688,-2.167146525562202
107,3.318474054336548,2.0918671704116094
108,2.6256024837493896,-0.6318413774297763
109,1.5761280059814453,-1.1948817662924216
110,0.49992892146110535,0.7816219647674987
111,0.2135079801082611,-0.42124325813943614
112,-0.3605540096759796,-2.449592788803668
113,-1.5856573581695557,0.4830917874396159
114,-2.6659812927246094,-0.4581827568404752
115,-3.304241180419922,-1.2025931928687177
116,-4.0584635734558105,0.27395911939367396
117,-5.905908107757568,0.5889570552147334
118,-7.091911315917969,0.14393754574286682
119,-7.368572235107422,-1.7921670848660471
120,-8.252933502197266,0.29684140896311145
121,-8.445120811462402,-0.45672264404488255
122,-8.879863739013672,-0.41906497163443057
123,-8.753618240356445,-0.03908881477723289
124,-8.425540924072266,-0.16889643237486596
125,-8.901012420654297,0.40920417704954953
126,-8.666356086730957,0.3527556440902964
127,-7.702923774719238,0.3391092179810815
128,-8.517334938049316,-0.4987017269093005
129,-7.99951171875,-0.2733824869522007
130,-7.240234375,-0.32812759594617036
131,-7.360321998596191,-0.10417968912780327
132,-6.947945594787598,-2.618888703487388
133,-5.840141296386719,0.007710694733597607
134,-6.220273494720459,-0.4600359804677325
135,-6.30085563659668,-0.6136342120437677
136,-6.194362640380859,-0.09525458953930631
137,-6.813508033752441,0.5009967929270998
138,-7.52003288269043,-0.4217407803498221
139,-7.949896812438965,-0.4581712989026427
140,-7.502370357513428,1.5618202384059863
141,-7.877100467681885,0.34696937245661846
142,-7.740687370300293,0.9715700503713837
143,-7.433292865753174,0.5597456623938732
144,-7.096094608306885,0.32203817371563337
145,-6.529875755310059,0.19444653977354057
146,-6.0884504318237305,0.7469990380191586
147,-5.511367321014404,-0.42179378601439066
148,-4.892686367034912,-1.092303843908937
149,-3.9939754009246826,-0.2276176024279208
150,-3.3610024452209473,1.7405999155048595
151,-2.807507038116455,-0.12540486670542478
152,-2.4320805072784424,0.6910085731629322
153,-1.0546456575393677,0.31381616979106985
154,-0.9131779670715332,-0.5021816086276605
155,-0.6032856106758118,-0.47989409233824
156,-0.31564462184906006,-0.6476554705686759
157,-0.3709535002708435,1.0912042577049474
158,-0.7296478152275085,-0.7615578825379781
159,-0.7401635050773621,-0.4395879384409994
160,-0.825857400894165,0.709629853047145
161,-1.7909741401672363,-0.36604134603385213
162,-2.186444044113159,0.5844779359579276
163,-2.8032076358795166,-0.6765450545801803
164,-3.1947269439697266,0.5165064772252536
