Date,Bonds_10year
1979-12-28,-0.47801147227534146
1979-12-31,-0.7684918347742542
1980-01-02,1.645692158760892
1980-01-03,0.952380952380949
1980-01-04,0.5660377358490676
1980-01-07,-0.2814258911819856
1980-01-08,-0.5644402634054635
1980-01-09,0.09460737937558861
1980-01-10,-0.6616257088846944
1980-01-11,1.6175071360609028
1980-01-14,0.1872659176029856
1980-01-15,-0.4672897196261627
1980-01-16,0.0
1980-01-17,0.5633802816901401
1980-01-18,1.0270774976657293
1980-01-21,1.2939001848428777
1980-01-22,-1.0036496350365076
1980-01-23,-0.2764976958525289
1980-01-24,1.7560073937153309
1980-01-25,0.8174386920980936
1980-01-28,0.45045045045044585
1980-01-29,0.5381165919282616
1980-01-30,-0.4460303300624524
1980-01-31,-0.26881720430107503
1980-02-01,1.4375561545372673
1980-02-04,0.9743135518157864
1980-02-05,2.894736842105261
1980-02-06,1.619778346121059
1980-02-07,-1.7617449664429463
1980-02-08,0.7685738684884758
1980-02-11,1.7796610169491522
1980-02-13,-1.248959200666111
1980-02-14,0.927487352445211
1980-02-15,1.9214703425229684
1980-02-19,5.327868852459017
1980-02-20,-0.07782101167315147
1980-02-21,2.9595015576324046
1980-02-22,-1.2102874432677768
1980-02-25,1.607963246554367
1980-02-26,2.8636021100226117
1980-02-27,-1.391941391941387
1980-02-28,-4.011887072808329
1980-02-29,-1.5479876160990669
1980-03-03,0.5503144654087855
1980-03-04,0.9382329945269774
1980-03-05,0.929512006196731
1980-03-06,0.7674597083653145
1980-03-07,-2.056359482102066
1980-03-10,-1.7884914463452417
1980-03-11,-1.7418844022169533
1980-03-12,1.6921837228041747
1980-03-13,-0.9508716323296307
1980-03-14,0.16000000000000458
1980-03-17,0.4792332268370725
1980-03-18,-1.4308426073131986
1980-03-19,-0.40322580645162365
1980-03-20,2.1862348178137703
1980-03-21,1.030110935023787
1980-03-24,3.294117647058825
1980-03-25,-0.5315110098709219
1980-03-26,-0.5343511450381699
1980-03-27,-0.46047582501917983
1980-03-28,-1.927525057825752
1980-03-31,-0.6289308176100628
1980-04-01,0.39556962025315556
1980-04-02,-0.47281323877067516
1980-04-03,-0.8709422011084822
1980-04-07,-3.1150159744408823
1980-04-08,0.6595218466611819
1980-04-09,-1.2285012285012331
1980-04-10,0.0
1980-04-11,-2.23880597014926
1980-04-14,-1.4418999151823542
1980-04-15,-0.43029259896728567
1980-04-16,-5.790838375108043
1980-04-17,2.110091743119269
1980-04-18,-0.7187780772686447
1980-04-21,-1.3574660633484226
1980-04-22,-0.7339449541284404
1980-04-23,0.6469500924214389
1980-04-24,0.6427915518824712
1980-04-25,-0.09124087591242391
1980-04-28,-2.9223744292237286
1980-04-29,0.37629350893695346
1980-04-30,0.8434864104967188
1980-05-01,-1.7657992565055736
1980-05-02,-3.122043519394513
1980-05-05,-0.5859375
1980-05-06,-3.7328094302553905
1980-05-07,1.6326530612244872
1980-05-08,2.208835341365445
1980-05-09,1.1787819253438192
1980-05-12,0.0
1980-05-13,-1.650485436893201
1980-05-14,0.09871668311944859
1980-05-15,1.6765285996055201
1980-05-16,0.5819592628515835
1980-05-19,1.5429122468659573
1980-05-20,-2.9439696106362656
1980-05-21,-1.3698630136986356
1980-05-22,0.1984126984126977
1980-05-23,-2.4752475247524774
1980-05-27,1.116751269035543
1980-05-28,1.4056224899598346
1980-05-29,1.3861386138613874
1980-05-30,0.09765625
1980-06-02,0.5853658536585371
1980-06-03,-1.4548981571290032
1980-06-04,-0.8858267716535417
1980-06-05,-0.49652432969216065
1980-06-06,-2.0958083832335217
1980-06-09,-0.8154943934760461
1980-06-10,1.0277492291880685
1980-06-11,-1.322482197355046
1980-06-12,-1.7525773195876337
1980-06-13,-0.20986358866735833
1980-06-16,-0.4206098843322681
1980-06-17,0.21119324181626542
1980-06-18,0.7376185458377371
1980-06-19,0.0
1980-06-20,-0.7322175732217606
1980-06-23,1.475237091675452
1980-06-24,0.5192107995846129
1980-06-25,1.1363636363636243
1980-06-26,0.8171603677221695
1980-06-27,1.7223910840932222
1980-06-30,0.4980079681274896
1980-07-01,0.3964321110009994
1980-07-02,0.5923000987166693
1980-07-03,-1.7664376840039187
1980-07-07,1.8981018981018893
1980-07-08,-1.0784313725490158
1980-07-09,0.49554013875123815
1980-07-10,0.6903353057199135
1980-07-11,0.685602350636616
1980-07-14,0.4863813229571967
1980-07-15,-1.5488867376573068
1980-07-16,-0.9832841691248762
1980-07-17,1.3902681231380498
1980-07-18,-0.09794319294810228
1980-07-21,-0.686274509803908
1980-07-22,0.49358341559722074
1980-07-23,-0.5893909626719096
1980-07-24,1.1857707509881577
1980-07-25,1.07421875
1980-07-28,1.0628019323671634
1980-07-29,-0.09560229445507717
1980-07-30,0.7655502392344582
1980-07-31,2.1842355175688555
1980-08-01,0.0
1980-08-04,-0.6505576208178487
1980-08-05,0.093545369504211
1980-08-06,0.9345794392523477
1980-08-07,-0.8333333333333304
1980-08-08,1.4939309056956063
1980-08-11,1.4719411223551138
1980-08-12,-0.453309156844961
1980-08-13,-0.8196721311475419
1980-08-14,0.09182736455464191
1980-08-15,-0.3669724770642313
1980-08-18,2.4861878453038777
1980-08-19,0.9883198562443685
1980-08-20,-0.1779359430604921
1980-08-21,0.7130124777183555
1980-08-22,-1.5044247787610598
1980-08-25,2.425876010781658
1980-08-26,0.17543859649122862
1980-08-27,2.189141856392296
1980-08-28,1.8851756640959838
1980-08-29,-2.8595458368376736
1980-09-02,-1.9913419913419994
1980-09-03,-2.1201413427561877
1980-09-04,0.7220216606498298
1980-09-05,0.44802867383513245
1980-09-08,0.7136485280998972
